sl.no,smiles_format,xyz_file,energy,Formula,Mol_wt
31,[C]=C1[C][C]2[CH][C]21,c6h2_aggregates_ag_a_006_b_001_001_selected_result_018_005_ag_a_006_b_001.xyz,-228.48849,C6H,73.12700000000001
170,[C][C@]12[C@]34C5[C@@]13[C@]524,c7h2_aggregates_ag_a_006_b_001_000_selected_result_028_002_ag_a_006_b_001.xyz,-228.412675,C6H,73.12700000000001
141,[C]=C1[C]2[C][C][C@@H]21,c9h3_aggregates_ag_a_006_b_001_007_selected_result_019_003_ag_a_006_b_001.xyz,-228.44417,C6H,73.12700000000001
135,[C]12[C]3[C@]14[C]1[C@H]2[C@@]314,c8h2_aggregates_ag_a_006_b_001_002_selected_result_005_001_ag_a_006_b_001.xyz,-228.454058,C6H,73.12700000000001
105,[C]C1=C([CH])C1=[C],c10h3_aggregates_ag_a_006_b_001_001_selected_result_011_004_ag_a_006_b_001.xyz,-228.474349,C6H,73.12700000000001
96,[C]#C[C][CH]C#[C],c8h1_aggregates_ag_a_006_b_001_003_selected_result_006_000_ag_a_006_b_001.xyz,-228.549252,C6H,73.12700000000001
26,[C]12[C]3[C@]45[C]([C@@H]14)[C@@]235,c10h3_aggregates_ag_a_006_b_001_002_selected_result_017_000_ag_a_006_b_001.xyz,-228.454051,C6H,73.12700000000001
46,[C]1[C@]23[C]4[C@@H]5[C@]12[C@]453,c9h3_aggregates_ag_a_006_b_001_007_selected_result_022_002_ag_a_006_b_001.xyz,-228.435693,C6H,73.12700000000001
12,[C]C1=C(C#C)[C]1,c9h2_aggregates_ag_a_006_b_001_004_selected_result_014_000_ag_a_006_b_001.xyz,-228.56093,C6H,73.12700000000001
10,[C]1[C@@]23[C@@H]4[C]5[C@@]42[C@]153,c7h5_aggregates_ag_a_006_b_001_008_selected_result_031_002_ag_a_006_b_001.xyz,-228.435688,C6H,73.12700000000001
20,[C]1C=[C][C]2[C][C]12,c10h2_aggregates_ag_a_006_b_001_001_selected_result_013_000_ag_a_006_b_001.xyz,-228.573351,C6H,73.12700000000001
8,C#C[C]1[C]2[C][C]21,c9h2_aggregates_ag_a_006_b_001_004_selected_result_030_000_ag_a_006_b_001.xyz,-228.573118,C6H,73.12700000000001
5,[c]1[c][c]c[c][c]1,c10h2_aggregates_ag_a_006_b_001_007_selected_result_005_005_ag_a_006_b_001.xyz,-228.603009,C6H,73.12700000000001
3,[C]1[C][C]1C1=C[C]1,c9h2_aggregates_ag_a_006_b_001_004_selected_result_000_000_ag_a_006_b_001.xyz,-228.552739,C6H,73.12700000000001
2,[C]#CC#CC#C,c9h9_aggregates_ag_a_006_b_001_007_selected_result_009_000_ag_a_006_b_001.xyz,-228.634329,C6H,73.12700000000001
1,[C]#C[C]C1=C[C]1,c9h4_aggregates_ag_a_006_b_001_004_selected_result_009_000_ag_a_006_b_001.xyz,-228.578618,C6H,73.12700000000001
203,[C]1[C]2[C@H]3[C]4[C@@H]1[C@@]243,c9h4_aggregates_ag_a_006_b_002_006_selected_result_015_006_ag_a_006_b_002.xyz,-229.089667,C6H2,74.134
194,[CH]1[C]2[C]3[C@H]4[C]1[C@@]234,c8h5_aggregates_ag_a_006_b_002_005_selected_result_007_002_ag_a_006_b_002.xyz,0.0,C6H2,74.134
183,[CH2][C]C12[C][C]1[C]2,c7h9_aggregates_ag_a_006_b_002_009_selected_result_006_001_ag_a_006_b_002.xyz,-229.14758,C6H2,74.134
90,C#CC1[C][C][C]1,c7h9_aggregates_ag_a_006_b_002_009_selected_result_021_001_ag_a_006_b_002.xyz,-229.157046,C6H2,74.134
146,[C][C]1[C@]23[C@@H]4[C@H]2[C@@]143,c8h5_aggregates_ag_a_006_b_002_005_selected_result_026_001_ag_a_006_b_002.xyz,-229.122929,C6H2,74.134
213,[C]#C[CH]C1=C[C]1,c9h9_aggregates_ag_a_006_b_002_007_selected_result_005_001_ag_a_006_b_002.xyz,-229.197,C6H2,74.134
86,[C]#CC#CC=[CH],c8h2_aggregates_ag_a_006_b_002_006_selected_result_001_001_ag_a_006_b_002.xyz,-229.270189,C6H2,74.134
152,[C]1[C]2C[C]3[C]C123,c9h6_aggregates_ag_a_006_b_002_008_selected_result_014_002_ag_a_006_b_002.xyz,-229.15945,C6H2,74.134
218,[C]1[C]2[C]3[CH][C]3[C@@H]12,c6h3_aggregates_ag_a_006_b_002_008_selected_result_023_001_ag_a_006_b_002.xyz,-229.211574,C6H2,74.134
266,[C][C@@]12[C]3[C@H]4[C@@H]1[C@]342,c7h2_aggregates_ag_a_006_b_002_000_selected_result_011_000_ag_a_006_b_002.xyz,0.0,C6H2,74.134
256,[C]1[C]2[C@@H]3[C]4[C@H]1[C@]243,c9h4_aggregates_ag_a_006_b_002_002_selected_result_000_001_ag_a_006_b_002.xyz,-229.089984,C6H2,74.134
265,[C]C1=C(C#[C])C1,c7h2_aggregates_ag_a_006_b_002_006_selected_result_009_001_ag_a_006_b_002.xyz,-229.159562,C6H2,74.134
83,[C]=C1[C]C12C=C2,c9h2_aggregates_ag_a_006_b_002_003_selected_result_027_001_ag_a_006_b_002.xyz,-229.226946,C6H2,74.134
295,[CH2]C#C[C]1[C][C]1,c8h5_aggregates_ag_a_006_b_002_008_selected_result_031_003_ag_a_006_b_002.xyz,-229.232116,C6H2,74.134
328,[C]#CC#C[CH][CH],c8h2_aggregates_ag_a_006_b_002_005_selected_result_026_000_ag_a_006_b_002.xyz,0.0,C6H2,74.134
363,C=C1[C]2[C][C][C]21,c10h3_aggregates_ag_a_006_b_002_008_selected_result_027_001_ag_a_006_b_002.xyz,-229.141128,C6H2,74.134
365,[c]1[c]c[c][c]c1,c7h3_aggregates_ag_a_006_b_002_001_selected_result_026_000_ag_a_006_b_002.xyz,-229.244005,C6H2,74.134
367,[C]=C1[C][C@H]1C#C,c7h3_aggregates_ag_a_006_b_002_004_selected_result_018_004_ag_a_006_b_002.xyz,-229.162483,C6H2,74.134
371,[CH]1[C]2[C]3[C@@H]4[C]1[C@]234,c7h3_aggregates_ag_a_006_b_002_004_selected_result_012_005_ag_a_006_b_002.xyz,0.0,C6H2,74.134
375,[CH2][C@]12[C]3[C]4[C]1[C@]432,c9h4_aggregates_ag_a_006_b_002_007_selected_result_003_002_ag_a_006_b_002.xyz,0.0,C6H2,74.134
220,[C]#C[C]1[C]2[CH][C@H]12,c9h9_aggregates_ag_a_006_b_002_007_selected_result_026_001_ag_a_006_b_002.xyz,-229.189358,C6H2,74.134
81,[C]1[C@@]23[C@@H]4[C@H]5[C@@]42[C@]153,c8h5_aggregates_ag_a_006_b_002_008_selected_result_008_002_ag_a_006_b_002.xyz,-229.13011,C6H2,74.134
206,[C]=C1C[C]2[C][C]21,c6h2_aggregates_ag_a_006_b_002_007_selected_result_007_002_ag_a_006_b_002.xyz,-229.124344,C6H2,74.134
77,[C]=CC#CC#C,c7h3_aggregates_ag_a_006_b_002_001_selected_result_014_001_ag_a_006_b_002.xyz,0.0,C6H2,74.134
79,[C]#C[C]C1=C[CH]1,c10h4_aggregates_ag_a_006_b_002_007_selected_result_001_000_ag_a_006_b_002.xyz,-229.226937,C6H2,74.134
1,C#CC#CC#C,c8h2_aggregates_ag_a_006_b_002_003_selected_result_021_000_ag_a_006_b_002.xyz,-229.338223,C6H2,74.134
2,[C]1=C[C@]23[C]4[C@H]2[C@@]143,c9h5_aggregates_ag_a_006_b_002_008_selected_result_024_001_ag_a_006_b_002.xyz,-229.107561,C6H2,74.134
3,[C]#C[C][CH]C#C,c6h3_aggregates_ag_a_006_b_002_003_selected_result_003_000_ag_a_006_b_002.xyz,-229.254446,C6H2,74.134
4,[C]C1=C([CH2])C1=[C],c9h5_aggregates_ag_a_006_b_002_001_selected_result_015_002_ag_a_006_b_002.xyz,-229.150122,C6H2,74.134
5,[C]1[C]2[CH][C]=C[C]12,c10h7_aggregates_ag_a_006_b_002_004_selected_result_000_001_ag_a_006_b_002.xyz,-229.268128,C6H2,74.134
8,[c]1[c][c]cc[c]1,c7h3_aggregates_ag_a_006_b_002_005_selected_result_019_001_ag_a_006_b_002.xyz,-229.258398,C6H2,74.134
10,C#C[C]C1=C[C]1,c10h3_aggregates_ag_a_006_b_002_003_selected_result_022_003_ag_a_006_b_002.xyz,-229.251877,C6H2,74.134
11,[C]1C=C1C1=C[C]1,c10h2_aggregates_ag_a_006_b_002_005_selected_result_023_000_ag_a_006_b_002.xyz,-229.228055,C6H2,74.134
12,[C]=C1[C]C1=C=C,c10h4_aggregates_ag_a_006_b_002_005_selected_result_013_001_ag_a_006_b_002.xyz,-229.175608,C6H2,74.134
6,[C]=C1[C@H]2[C]3[CH][C@]312,c6h3_aggregates_ag_a_006_b_002_009_selected_result_008_005_ag_a_006_b_002.xyz,-229.153179,C6H2,74.134
16,[CH]C1=C(C#C)[C]1,c7h2_aggregates_ag_a_006_b_002_007_selected_result_008_000_ag_a_006_b_002.xyz,0.0,C6H2,74.134
19,C#C[C@]12[C]3[C]1[C@@H]32,c9h6_aggregates_ag_a_006_b_002_004_selected_result_004_000_ag_a_006_b_002.xyz,-229.207135,C6H2,74.134
45,[C]1[C@]23[C@@H]4[C@@H]5[C@]12[C@]453,c7h3_aggregates_ag_a_006_b_002_005_selected_result_003_001_ag_a_006_b_002.xyz,-229.130109,C6H2,74.134
46,C#C[C]1[C][CH][C]1,c7h4_aggregates_ag_a_006_b_002_003_selected_result_026_001_ag_a_006_b_002.xyz,-229.232098,C6H2,74.134
54,[C]1[C]2[C]=C[CH][C]12,c9h6_aggregates_ag_a_006_b_002_004_selected_result_010_001_ag_a_006_b_002.xyz,0.0,C6H2,74.134
57,[C]=C1[C][C@@H]1C#C,c8h2_aggregates_ag_a_006_b_002_005_selected_result_022_001_ag_a_006_b_002.xyz,-229.162484,C6H2,74.134
64,[C]1[C]=[C]C[C]=[C]1,c7h3_aggregates_ag_a_006_b_002_001_selected_result_023_000_ag_a_006_b_002.xyz,-229.162206,C6H2,74.134
71,[CH]=CC12[C]3[C]1[C]32,c9h4_aggregates_ag_a_006_b_002_008_selected_result_006_001_ag_a_006_b_002.xyz,-229.119294,C6H2,74.134
13,[C]#CC#C[C][CH2],c7h4_aggregates_ag_a_006_b_002_000_selected_result_001_001_ag_a_006_b_002.xyz,-229.270188,C6H2,74.134
72,[C]#C[C][C]1[C]C1,c7h4_aggregates_ag_a_006_b_002_003_selected_result_020_000_ag_a_006_b_002.xyz,-229.17834,C6H2,74.134
111,[C]1C=C1C1=C[CH]1,c9h3_aggregates_ag_a_006_b_003_008_selected_result_001_000_ag_a_006_b_003.xyz,-229.836936,C6H3,75.141
110,CC#C[C]1[C][C]1,c6h3_aggregates_ag_a_006_b_003_005_selected_result_019_001_ag_a_006_b_003.xyz,-229.854455,C6H3,75.141
107,[C]#CC#CC=C,c8h3_aggregates_ag_a_006_b_003_009_selected_result_009_002_ag_a_006_b_003.xyz,-229.878887,C6H3,75.141
106,C=C1[C]=[C]C=[C]1,c10h5_aggregates_ag_a_006_b_003_000_selected_result_001_001_ag_a_006_b_003.xyz,-229.825377,C6H3,75.141
101,[C]1[C@H]2[C@H]3[C]4[C@@H]1[C@]423,c10h4_aggregates_ag_a_006_b_003_007_selected_result_018_001_ag_a_006_b_003.xyz,-229.786968,C6H3,75.141
90,[C]1[C]2[C@@H]3C=C[C@]123,c9h5_aggregates_ag_a_006_b_003_003_selected_result_015_001_ag_a_006_b_003.xyz,-229.799739,C6H3,75.141
99,[CH2][C]1[C][C]2[C][C@@H]12,c7h3_aggregates_ag_a_006_b_003_008_selected_result_022_001_ag_a_006_b_003.xyz,-229.782762,C6H3,75.141
95,[C]1C[C]2[C][CH][C]12,c9h8_aggregates_ag_a_006_b_003_004_selected_result_000_002_ag_a_006_b_003.xyz,-229.811859,C6H3,75.141
120,[C]1[CH][C@@]23[C@H]4[C@@H]2[C@]143,c7h7_aggregates_ag_a_006_b_003_001_selected_result_029_001_ag_a_006_b_003.xyz,-229.793587,C6H3,75.141
74,C=C=C1[C]2[CH][C]21,c10h10_aggregates_ag_a_006_b_003_008_selected_result_020_000_ag_a_006_b_003.xyz,-229.84986,C6H3,75.141
87,C#C[C]1[C]C1=C,c10h6_aggregates_ag_a_006_b_003_003_selected_result_007_000_ag_a_006_b_003.xyz,-229.865517,C6H3,75.141
100,[c]1[c]ccc[c]1,c10h5_aggregates_ag_a_006_b_003_001_selected_result_030_004_ag_a_006_b_003.xyz,-229.923368,C6H3,75.141
126,C#CC12[CH][C]1[CH]2,c6h3_aggregates_ag_a_006_b_003_008_selected_result_026_002_ag_a_006_b_003.xyz,-229.846893,C6H3,75.141
316,[C]1[C]=[C]C[C]=C1,c10h6_aggregates_ag_a_006_b_003_000_selected_result_029_000_ag_a_006_b_003.xyz,-229.808541,C6H3,75.141
145,[C]#CC1=CC1=C,c10h9_aggregates_ag_a_006_b_003_002_selected_result_013_003_ag_a_006_b_003.xyz,-229.84841,C6H3,75.141
157,[CH]1[C]2[C]1C21C=C1,c10h5_aggregates_ag_a_006_b_003_000_selected_result_021_002_ag_a_006_b_003.xyz,-229.821403,C6H3,75.141
333,[CH]1[C]2[C]3[C@]14C[C@@]234,c7h7_aggregates_ag_a_006_b_003_001_selected_result_012_001_ag_a_006_b_003.xyz,-229.7609,C6H3,75.141
173,[C]1[C]2[C@H]3[C@H]4[C@@H]1[C@]234,c9h5_aggregates_ag_a_006_b_003_003_selected_result_004_001_ag_a_006_b_003.xyz,-229.79247,C6H3,75.141
175,[C]#C[C]1[C]2C[C@@H]12,c8h3_aggregates_ag_a_006_b_003_001_selected_result_030_002_ag_a_006_b_003.xyz,-229.801628,C6H3,75.141
205,[CH]C1=C(C=[CH])[C]1,c10h6_aggregates_ag_a_006_b_003_003_selected_result_001_000_ag_a_006_b_003.xyz,0.0,C6H3,75.141
222,[C]C#CC(=[C])C,c9h6_aggregates_ag_a_006_b_003_009_selected_result_018_001_ag_a_006_b_003.xyz,-229.765501,C6H3,75.141
225,[CH]1[C@@]23[C@@H]4[C@H]5[C@@]42[C@]153,c9h5_aggregates_ag_a_006_b_003_003_selected_result_018_001_ag_a_006_b_003.xyz,-229.795323,C6H3,75.141
245,[C]C1=CC1=C=C,c10h4_aggregates_ag_a_006_b_003_007_selected_result_029_000_ag_a_006_b_003.xyz,-229.819728,C6H3,75.141
67,[C]=C1[C@H]2[C][CH][C@@H]12,c10h8_aggregates_ag_a_006_b_003_006_selected_result_009_001_ag_a_006_b_003.xyz,-229.775951,C6H3,75.141
327,C#C[C@@]12[C][C]1C2,c7h3_aggregates_ag_a_006_b_003_002_selected_result_016_001_ag_a_006_b_003.xyz,-229.822305,C6H3,75.141
328,[CH]C=C=C1[C][CH]1,c8h8_aggregates_ag_a_006_b_003_001_selected_result_002_001_ag_a_006_b_003.xyz,-229.808312,C6H3,75.141
135,C#C[CH]C1=C[C]1,c8h8_aggregates_ag_a_006_b_003_009_selected_result_015_000_ag_a_006_b_003.xyz,-229.871437,C6H3,75.141
54,[CH2]C#CC1=C[C]1,c6h3_aggregates_ag_a_006_b_003_007_selected_result_019_001_ag_a_006_b_003.xyz,-229.877481,C6H3,75.141
168,C#C[C]1[C@@H]2[C][C@H]12,c9h6_aggregates_ag_a_006_b_003_003_selected_result_021_003_ag_a_006_b_003.xyz,-229.840955,C6H3,75.141
5,C#C[C][CH]C#C,c10h6_aggregates_ag_a_006_b_003_003_selected_result_028_000_ag_a_006_b_003.xyz,-229.90861,C6H3,75.141
51,[CH]=CC#CC#C,c8h6_aggregates_ag_a_006_b_003_004_selected_result_027_000_ag_a_006_b_003.xyz,-229.895377,C6H3,75.141
18,[C]C1=[C]C=[C]C1,c7h2_aggregates_ag_a_006_b_002_006_selected_result_028_001_ag_a_006_b_002.xyz,-229.170963,C6H3,75.141
229,[C]C1=C[C]=[C]C1,c7h3_aggregates_ag_a_006_b_002_000_selected_result_025_000_ag_a_006_b_002.xyz,-229.157073,C6H3,75.141
1,C#CC#C[C][CH2],c9h5_aggregates_ag_a_006_b_003_006_selected_result_024_001_ag_a_006_b_003.xyz,-229.931323,C6H3,75.141
2,C#C[C]1[C]2[CH][C@H]12,c7h3_aggregates_ag_a_006_b_003_003_selected_result_013_001_ag_a_006_b_003.xyz,-229.855346,C6H3,75.141
3,C#C[C@@]12[C][C@@H]1[CH]2,c9h6_aggregates_ag_a_006_b_003_003_selected_result_001_003_ag_a_006_b_003.xyz,-229.828631,C6H3,75.141
4,C#C[C]C1=C[CH]1,c9h3_aggregates_ag_a_006_b_003_008_selected_result_023_000_ag_a_006_b_003.xyz,0.0,C6H3,75.141
6,[C]1[CH]/C1=C1\[C]C1,c8h6_aggregates_ag_a_006_b_003_004_selected_result_030_001_ag_a_006_b_003.xyz,-229.806583,C6H3,75.141
8,[C]1[C@@]23C[C@H]4[C]2[C@]143,c9h5_aggregates_ag_a_006_b_003_003_selected_result_027_001_ag_a_006_b_003.xyz,-229.730388,C6H3,75.141
9,C#C[C][C]1[C]C1,c8h8_aggregates_ag_a_006_b_003_001_selected_result_030_000_ag_a_006_b_003.xyz,0.0,C6H3,75.141
12,[C]C#CC#CC,c7h6_aggregates_ag_a_006_b_003_005_selected_result_007_000_ag_a_006_b_003.xyz,-229.869823,C6H3,75.141
15,C#CC1=C([CH2])[C]1,c7h4_aggregates_ag_a_006_b_003_007_selected_result_004_000_ag_a_006_b_003.xyz,-229.865519,C6H3,75.141
16,[C]1[C]2C=[C]C[C]12,c10h6_aggregates_ag_a_006_b_003_000_selected_result_027_000_ag_a_006_b_003.xyz,-229.835097,C6H3,75.141
13,[C]#CC(=C)C#C,c8h7_aggregates_ag_a_006_b_003_007_selected_result_016_001_ag_a_006_b_003.xyz,-229.853215,C6H3,75.141
18,[c]1c[c]c[c]c1,c8h5_aggregates_ag_a_006_b_003_006_selected_result_005_000_ag_a_006_b_003.xyz,-229.898961,C6H3,75.141
47,[C]1[CH][C]2C=C[C]12,c9h5_aggregates_ag_a_006_b_003_003_selected_result_006_001_ag_a_006_b_003.xyz,-229.836964,C6H3,75.141
45,C#C[C]1[C]2C[C]12,c6h3_aggregates_ag_a_006_b_003_000_selected_result_010_002_ag_a_006_b_003.xyz,-229.850522,C6H3,75.141
39,[C]1[C@H]2[C]3[C@H]4[C@@H]1[C@]324,c6h6_aggregates_ag_a_006_b_003_004_selected_result_005_002_ag_a_006_b_003.xyz,-229.786964,C6H3,75.141
37,[C]C#CCC#C,c10h7_aggregates_ag_a_006_b_003_006_selected_result_016_001_ag_a_006_b_003.xyz,-229.829358,C6H3,75.141
29,[C]1[C]2[CH]C=C[C]12,c8h4_aggregates_ag_a_006_b_003_006_selected_result_031_000_ag_a_006_b_003.xyz,-229.925405,C6H3,75.141
28,[c]1[c]cc[c]c1,c6h3_aggregates_ag_a_006_b_003_007_selected_result_013_003_ag_a_006_b_003.xyz,-229.918323,C6H3,75.141
30,[C]1[CH][C@H]2[C][CH][C]12,c7h3_aggregates_ag_a_006_b_003_003_selected_result_015_002_ag_a_006_b_003.xyz,-229.792012,C6H3,75.141
27,[C]#CC1=C(C)[C]1,c8h3_aggregates_ag_a_006_b_003_009_selected_result_010_002_ag_a_006_b_003.xyz,-229.83132,C6H3,75.141
24,C#C[C@]12[C]3[C@H]1[C@@H]32,c9h6_aggregates_ag_a_006_b_003_003_selected_result_026_003_ag_a_006_b_003.xyz,0.0,C6H3,75.141
20,C#C[C]1[C]2[CH][C@@H]12,c10h8_aggregates_ag_a_006_b_003_006_selected_result_026_000_ag_a_006_b_003.xyz,-229.855352,C6H3,75.141
19,C=C1[C@]23[C]4[C@H]2[C@]413,c9h8_aggregates_ag_a_006_b_003_004_selected_result_001_002_ag_a_006_b_003.xyz,-229.780648,C6H3,75.141
172,C#C[C@@]12[C][C@@H]1C2,c10h9_aggregates_ag_a_006_b_004_008_selected_result_023_001_ag_a_006_b_004.xyz,-230.483759,C6H4,76.14800000000001
144,C=C=CC1=C[C]1,c9h7_aggregates_ag_a_006_b_004_001_selected_result_015_000_ag_a_006_b_004.xyz,-230.517531,C6H4,76.14800000000001
155,[C]#C[C]1[C@@H]2C[C@H]12,c7h8_aggregates_ag_a_006_b_004_007_selected_result_003_004_ag_a_006_b_004.xyz,-230.479137,C6H4,76.14800000000001
154,[C]#C[C](C)C#C,c7h5_aggregates_ag_a_006_b_004_006_selected_result_011_001_ag_a_006_b_004.xyz,-230.490271,C6H4,76.14800000000001
152,[C]1[C@H]2[C@H]3[C@H]4[C@@H]1[C@@]234,c10h4_aggregates_ag_a_006_b_004_004_selected_result_000_002_ag_a_006_b_004.xyz,0.0,C6H4,76.14800000000001
168,[C]=CC#CC[CH],c10h9_aggregates_ag_a_006_b_004_008_selected_result_008_001_ag_a_006_b_004.xyz,0.0,C6H4,76.14800000000001
132,C#C/C=C\C#C,c8h7_aggregates_ag_a_006_b_004_003_selected_result_024_001_ag_a_006_b_004.xyz,-230.570423,C6H4,76.14800000000001
49,[C]C1=CC[C]=C1,c6h3_aggregates_ag_a_006_b_003_001_selected_result_003_002_ag_a_006_b_003.xyz,-229.857542,C6H4,76.14800000000001
113,C=C=C1[C]2[CH][C@H]21,c9h5_aggregates_ag_a_006_b_004_004_selected_result_015_002_ag_a_006_b_004.xyz,-230.49497,C6H4,76.14800000000001
111,C#C[C@H]1[C][C]1[CH2],c9h7_aggregates_ag_a_006_b_004_001_selected_result_012_000_ag_a_006_b_004.xyz,0.0,C6H4,76.14800000000001
106,[CH2][C@]12[C][C@@H]3[C]1[C@@H]32,c6h4_aggregates_ag_a_006_b_004_000_selected_result_014_001_ag_a_006_b_004.xyz,-230.380489,C6H4,76.14800000000001
102,C[C@]12[C@]34C5[C@]13[C@]524,c8h4_aggregates_ag_a_006_b_004_007_selected_result_029_002_ag_a_006_b_004.xyz,-230.423971,C6H4,76.14800000000001
92,C#CC=C1C=C1,c6h7_aggregates_ag_a_006_b_004_000_selected_result_013_003_ag_a_006_b_004.xyz,-230.541649,C6H4,76.14800000000001
179,C#C[C]C1C=C1,c10h9_aggregates_ag_a_006_b_004_000_selected_result_020_000_ag_a_006_b_004.xyz,-230.451477,C6H4,76.14800000000001
88,[CH2][C@]12[C@@H]3[C]4[C@H]1[C@]432,c6h5_aggregates_ag_a_006_b_004_000_selected_result_009_001_ag_a_006_b_004.xyz,-230.414382,C6H4,76.14800000000001
125,[CH][CH]C#C[C][CH2],c7h5_aggregates_ag_a_006_b_004_001_selected_result_024_001_ag_a_006_b_004.xyz,0.0,C6H4,76.14800000000001
184,[C]1=[C]C=[C]C[CH]1,c9h6_aggregates_ag_a_006_b_004_008_selected_result_005_001_ag_a_006_b_004.xyz,-230.476564,C6H4,76.14800000000001
262,C#C[C@H]1[C@H]2[C][C@H]21,c9h7_aggregates_ag_a_006_b_004_008_selected_result_030_001_ag_a_006_b_004.xyz,-230.474186,C6H4,76.14800000000001
201,C#C[C][C]1[CH]C1,c7h5_aggregates_ag_a_006_b_004_007_selected_result_026_000_ag_a_006_b_004.xyz,-230.580983,C6H4,76.14800000000001
277,[C]C1=CC=C1[CH2],c7h8_aggregates_ag_a_006_b_004_007_selected_result_014_001_ag_a_006_b_004.xyz,-230.495243,C6H4,76.14800000000001
263,[CH2][C]1[C@H]2[C]3[CH][C@@]132,c9h7_aggregates_ag_a_006_b_004_001_selected_result_025_001_ag_a_006_b_004.xyz,-230.45148,C6H4,76.14800000000001
86,[C]#C[CH]C1=CC1,c7h5_aggregates_ag_a_006_b_004_006_selected_result_003_001_ag_a_006_b_004.xyz,-230.462842,C6H4,76.14800000000001
257,C[C]1[C]2[C][CH][C]12,c9h4_aggregates_ag_a_006_b_004_003_selected_result_031_002_ag_a_006_b_004.xyz,-230.439691,C6H4,76.14800000000001
249,[C]1C=C1C1=CC1,c9h4_aggregates_ag_a_006_b_004_009_selected_result_009_000_ag_a_006_b_004.xyz,-230.482391,C6H4,76.14800000000001
248,[CH]CC#CC#C,c8h5_aggregates_ag_a_006_b_004_007_selected_result_006_000_ag_a_006_b_004.xyz,-230.580976,C6H4,76.14800000000001
192,[CH]C1=C(C=C)[C]1,c6h5_aggregates_ag_a_006_b_004_008_selected_result_029_002_ag_a_006_b_004.xyz,0.0,C6H4,76.14800000000001
239,[C]1C=C1[C]1[CH]C1,c6h5_aggregates_ag_a_006_b_004_007_selected_result_031_004_ag_a_006_b_004.xyz,-230.482379,C6H4,76.14800000000001
229,[C]#C[CH]C#CC,c8h5_aggregates_ag_a_006_b_004_008_selected_result_029_001_ag_a_006_b_004.xyz,-230.496918,C6H4,76.14800000000001
217,[C]12[C]3[C@@H]1[C@H]1[C@@H]2[C@@H]31,c6h7_aggregates_ag_a_006_b_004_000_selected_result_024_001_ag_a_006_b_004.xyz,-230.422621,C6H4,76.14800000000001
209,[CH]1[C]2[C@H]1C21C=C1,c9h6_aggregates_ag_a_006_b_004_007_selected_result_023_001_ag_a_006_b_004.xyz,-230.462747,C6H4,76.14800000000001
208,[C]1=C[C]2[C@H]3[C@@H]1[C@@H]23,c9h5_aggregates_ag_a_006_b_004_004_selected_result_026_001_ag_a_006_b_004.xyz,-230.437365,C6H4,76.14800000000001
207,[C]#CC1=C([CH2])C1,c9h7_aggregates_ag_a_006_b_004_008_selected_result_031_007_ag_a_006_b_004.xyz,-230.476379,C6H4,76.14800000000001
202,C#C[C]1[C]2C[C@@H]12,c7h8_aggregates_ag_a_006_b_004_007_selected_result_026_002_ag_a_006_b_004.xyz,-230.499209,C6H4,76.14800000000001
233,[C]1[C@@H]2[C@@H]3[C@H]1[C][C@H]23,c7h10_aggregates_ag_a_006_b_004_004_selected_result_015_001_ag_a_006_b_004.xyz,-230.433007,C6H4,76.14800000000001
85,[C]=C1[C@H]2C=C[C@@H]12,c7h8_aggregates_ag_a_006_b_004_007_selected_result_002_004_ag_a_006_b_004.xyz,-230.462064,C6H4,76.14800000000001
268,[CH]1[C]2[C@@H]1C21C=C1,c6h7_aggregates_ag_a_006_b_004_000_selected_result_026_003_ag_a_006_b_004.xyz,-230.462749,C6H4,76.14800000000001
71,[C]=C(C)[C]C#C,c7h5_aggregates_ag_a_006_b_004_007_selected_result_007_000_ag_a_006_b_004.xyz,-230.518936,C6H4,76.14800000000001
24,[CH]1C=C2[CH]C=C12,c9h5_aggregates_ag_a_006_b_004_004_selected_result_021_003_ag_a_006_b_004.xyz,-230.506661,C6H4,76.14800000000001
22,C=C1[C@@H]2[C]3[CH][C@@]312,c6h5_aggregates_ag_a_006_b_004_000_selected_result_025_001_ag_a_006_b_004.xyz,-230.451484,C6H4,76.14800000000001
18,C#C[CH]C1=C[CH]1,c10h8_aggregates_ag_a_006_b_004_007_selected_result_020_001_ag_a_006_b_004.xyz,-230.541651,C6H4,76.14800000000001
16,[c]1[c]cccc1,c8h5_aggregates_ag_a_006_b_004_006_selected_result_021_003_ag_a_006_b_004.xyz,-230.599352,C6H4,76.14800000000001
12,[CH2]C#CC1=C[CH]1,c7h5_aggregates_ag_a_006_b_004_001_selected_result_000_000_ag_a_006_b_004.xyz,-230.536309,C6H4,76.14800000000001
10,C#C[C]1C=C1[CH2],c8h9_aggregates_ag_a_006_b_004_000_selected_result_026_000_ag_a_006_b_004.xyz,-230.542087,C6H4,76.14800000000001
27,C#C[CH]C#C[CH2],c8h9_aggregates_ag_a_006_b_004_000_selected_result_010_000_ag_a_006_b_004.xyz,-230.564734,C6H4,76.14800000000001
8,C#CC(=C)C#C,c7h7_aggregates_ag_a_006_b_004_009_selected_result_022_001_ag_a_006_b_004.xyz,-230.563616,C6H4,76.14800000000001
4,[C]1=C[C@@H]2[CH][C]2[CH]1,c9h10_aggregates_ag_a_006_b_004_002_selected_result_015_002_ag_a_006_b_004.xyz,-230.466679,C6H4,76.14800000000001
