sl.no,smiles_format,xyz_file,energy,Formula,Mol_wt
82,[C]1C2=C1C=C=[C][CH][C]=[C]2,c10h2_aggregates_ag_a_009_b_002_006_selected_result_009_004_ag_a_009_b_002.xyz,-343.326067,C9H2,110.19399999999999
99,[C]1=[C][C@]23[C@@H]4[C@@H]5[C@@]2([C]=[C]1)[C@]453,c10h2_aggregates_ag_a_009_b_002_000_selected_result_021_000_ag_a_009_b_002.xyz,-343.220673,C9H2,110.19399999999999
114,[C]1c2[c]c3c([c]c21)C=C3,c9h2_aggregates_ag_a_009_b_002_004_selected_result_021_007_ag_a_009_b_002.xyz,-343.331308,C9H2,110.19399999999999
103,[C]1[C]2C=C3[C]4[C][C@]43C=C12,c10h2_aggregates_ag_a_009_b_002_004_selected_result_013_000_ag_a_009_b_002.xyz,-343.277342,C9H2,110.19399999999999
107,[C]1[C][C]C2=C[C]2C=[C][C]1,c9h2_aggregates_ag_a_009_b_002_004_selected_result_013_005_ag_a_009_b_002.xyz,-343.318004,C9H2,110.19399999999999
108,[C]#C[C]C1=C(C#C[CH2])[C]1,c10h2_aggregates_ag_a_009_b_002_006_selected_result_002_002_ag_a_009_b_002.xyz,-343.267895,C9H2,110.19399999999999
110,[C]1[C]=C[C]=[C][C]2[C]3[C]2C13,c10h2_aggregates_ag_a_009_b_002_004_selected_result_014_005_ag_a_009_b_002.xyz,-343.259187,C9H2,110.19399999999999
118,C#C[C]1[C]2[C]1C2=C1[C][CH]1,c9h2_aggregates_ag_a_009_b_002_005_selected_result_022_001_ag_a_009_b_002.xyz,-343.266752,C9H2,110.19399999999999
120,[C]1[C][C]2C[C]2[C][C]2[C][C]12,c9h3_aggregates_ag_a_009_b_002_007_selected_result_030_001_ag_a_009_b_002.xyz,-343.270294,C9H2,110.19399999999999
122,[C]1[C]2[CH][C]3[CH][C]4[C]1[C]2[C]34,c9h2_aggregates_ag_a_009_b_002_002_selected_result_026_002_ag_a_009_b_002.xyz,-343.16827,C9H2,110.19399999999999
128,[C]#C[C]1[C]2[C@H]3[C@@H]2[C@]32[C][C]12,c10h2_aggregates_ag_a_009_b_002_009_selected_result_030_004_ag_a_009_b_002.xyz,-343.1977,C9H2,110.19399999999999
71,[C]1C2=C1C1=CC1=C[C]=[C]2,c9h2_aggregates_ag_a_009_b_002_004_selected_result_015_005_ag_a_009_b_002.xyz,-343.298444,C9H2,110.19399999999999
130,C#CC#C[C@]12[C@@H]3[C@]14[C][C@@]342,c10h2_aggregates_ag_a_009_b_002_005_selected_result_021_001_ag_a_009_b_002.xyz,-343.231578,C9H2,110.19399999999999
134,[C]#CC#CC#CC1=C[CH]1,c10h2_aggregates_ag_a_009_b_002_006_selected_result_016_003_ag_a_009_b_002.xyz,-343.332947,C9H2,110.19399999999999
149,C#C[C]1[C]C1=C=C1[C][CH]1,c10h4_aggregates_ag_a_009_b_002_000_selected_result_000_004_ag_a_009_b_002.xyz,-343.289227,C9H2,110.19399999999999
151,[C]#CC1=C2[CH]C=C3[C][C@]312,c10h2_aggregates_ag_a_009_b_002_009_selected_result_005_006_ag_a_009_b_002.xyz,0.0,C9H2,110.19399999999999
102,C#CC#C[C]1[CH][C]2[C][C]21,c10h2_aggregates_ag_a_009_b_002_005_selected_result_029_001_ag_a_009_b_002.xyz,-343.274008,C9H2,110.19399999999999
69,C=C1[C]=[C]C2=C([C]2)[C]=[C]1,c9h2_aggregates_ag_a_009_b_002_004_selected_result_009_002_ag_a_009_b_002.xyz,-343.316613,C9H2,110.19399999999999
4,[C]#CC1=C(C#C)[C]1C#C,c9h2_aggregates_ag_a_009_b_002_000_selected_result_026_007_ag_a_009_b_002.xyz,-343.323668,C9H2,110.19399999999999
66,[C]#C[CH]C#CC#CC#C,c10h2_aggregates_ag_a_009_b_002_002_selected_result_031_001_ag_a_009_b_002.xyz,-343.344367,C9H2,110.19399999999999
67,[C]1[C]=[C][C]=[C]C2=C([C]2)C1,c10h2_aggregates_ag_a_009_b_002_007_selected_result_001_003_ag_a_009_b_002.xyz,-343.274251,C9H2,110.19399999999999
1,C#C/[C]=C1\[C]=C[C]2[C][C]21,c9h2_aggregates_ag_a_009_b_002_000_selected_result_012_006_ag_a_009_b_002.xyz,-343.2613,C9H2,110.19399999999999
2,C#CC#CC#CC1=C[C]1,c9h9_aggregates_ag_a_009_b_002_008_selected_result_022_000_ag_a_009_b_002.xyz,-343.368842,C9H2,110.19399999999999
3,C#C[C@]12[C@]3(C#C)[C@]14[C][C@@]234,c9h2_aggregates_ag_a_009_b_002_000_selected_result_005_003_ag_a_009_b_002.xyz,-343.214889,C9H2,110.19399999999999
5,C#CC#C[C]C#CC#C,c9h3_aggregates_ag_a_009_b_002_002_selected_result_015_000_ag_a_009_b_002.xyz,-343.373897,C9H2,110.19399999999999
6,[C](C#CC1=C[C]1)C1=C[C]1,c10h2_aggregates_ag_a_009_b_002_004_selected_result_025_004_ag_a_009_b_002.xyz,0.0,C9H2,110.19399999999999
7,[C]#CC#C[C][C]1[C]2[CH][C@H]12,c10h2_aggregates_ag_a_009_b_002_002_selected_result_007_002_ag_a_009_b_002.xyz,-343.273448,C9H2,110.19399999999999
11,[C]1=[C][C@@]23[C@@H]4[C@H]5[C@@]42[C@]53[C]=[C]1,c10h3_aggregates_ag_a_009_b_002_008_selected_result_021_003_ag_a_009_b_002.xyz,-343.220663,C9H2,110.19399999999999
12,[C]1C2=C1[C]=C[C]=[C]C=[C]2,c10h4_aggregates_ag_a_009_b_002_000_selected_result_012_001_ag_a_009_b_002.xyz,-343.308404,C9H2,110.19399999999999
13,[C]1[C]=[C][C]2[C]3C(=C=C1)[C@@H]23,c10h2_aggregates_ag_a_009_b_002_008_selected_result_028_000_ag_a_009_b_002.xyz,-343.23677,C9H2,110.19399999999999
15,C#C[C]1[C]C12[C][C]2C#C,c10h2_aggregates_ag_a_009_b_002_009_selected_result_009_000_ag_a_009_b_002.xyz,-343.268529,C9H2,110.19399999999999
17,[C]1[C]2C=[C][C](C3=C[C]3)[C]12,c9h2_aggregates_ag_a_009_b_002_006_selected_result_017_007_ag_a_009_b_002.xyz,-343.28769,C9H2,110.19399999999999
19,[C]1/[C]=[C]\[CH]C#C[CH]/[C]=[C]\1,c10h5_aggregates_ag_a_009_b_002_003_selected_result_030_001_ag_a_009_b_002.xyz,-343.359311,C9H2,110.19399999999999
10,C#C[C]1[C][CH][C]=[C][C]=[C]1,c10h2_aggregates_ag_a_009_b_002_006_selected_result_026_001_ag_a_009_b_002.xyz,-343.304053,C9H2,110.19399999999999
22,C#CC#CC1=C(C#C)[C]1,c10h3_aggregates_ag_a_009_b_002_004_selected_result_022_000_ag_a_009_b_002.xyz,-343.35868,C9H2,110.19399999999999
65,[C]#C[CH]C1=C([C]C#C)[C]1,c10h2_aggregates_ag_a_009_b_002_005_selected_result_003_001_ag_a_009_b_002.xyz,-343.257146,C9H2,110.19399999999999
21,C#CC#C[C]1[C][C]2[CH][C]12,c10h2_aggregates_ag_a_009_b_002_004_selected_result_004_004_ag_a_009_b_002.xyz,-343.280685,C9H2,110.19399999999999
63,C#CC#CC1=C[C]2[C][C]21,c9h2_aggregates_ag_a_009_b_002_006_selected_result_020_007_ag_a_009_b_002.xyz,-343.274013,C9H2,110.19399999999999
44,[C]#C[C]1c2[c]cc[c]c21,c10h2_aggregates_ag_a_009_b_002_009_selected_result_019_006_ag_a_009_b_002.xyz,-343.322,C9H2,110.19399999999999
42,[C]1[C][C]=C=CC=C=[C][C]1,c10h2_aggregates_ag_a_009_b_002_007_selected_result_015_003_ag_a_009_b_002.xyz,-343.357912,C9H2,110.19399999999999
36,C#CC1=C([C@]23[C]4[C]2[C@@H]43)[C]1,c10h2_aggregates_ag_a_009_b_002_005_selected_result_019_001_ag_a_009_b_002.xyz,-343.229781,C9H2,110.19399999999999
38,C#Cc1[c][c]cc2c1[C]2,c10h2_aggregates_ag_a_009_b_002_008_selected_result_012_005_ag_a_009_b_002.xyz,-343.322832,C9H2,110.19399999999999
30,C#C[C@]12C34C15C32[C@]45C#C,c9h2_aggregates_ag_a_009_b_002_005_selected_result_029_001_ag_a_009_b_002.xyz,-343.232967,C9H2,110.19399999999999
28,[C]1[C]2[C]1C2=C1[C]=CC=[C]1,c10h2_aggregates_ag_a_009_b_002_003_selected_result_019_000_ag_a_009_b_002.xyz,-343.197409,C9H2,110.19399999999999
26,[C]#CC#CC#CC#C[CH2],c10h2_aggregates_ag_a_009_b_002_000_selected_result_006_004_ag_a_009_b_002.xyz,-343.356172,C9H2,110.19399999999999
23,[C]1C#C[CH]/[C]=[C]\[C]=[C]/[CH]1,c10h2_aggregates_ag_a_009_b_002_004_selected_result_012_000_ag_a_009_b_002.xyz,-343.35792,C9H2,110.19399999999999
35,[C]#CC1=C(C#C[C][CH2])[C]1,c10h3_aggregates_ag_a_009_b_002_004_selected_result_020_004_ag_a_009_b_002.xyz,0.0,C9H2,110.19399999999999
25,[C]1=C[CH]c2c[c][c][c]c21,c9h2_aggregates_ag_a_009_b_002_006_selected_result_008_003_ag_a_009_b_002.xyz,-343.253158,C9H3,111.201
71,C#CC#CC1=CC1=C=C,c10h6_aggregates_ag_a_009_b_004_000_selected_result_024_000_ag_a_009_b_004.xyz,-344.615153,C9H4,112.208
59,C#C/C=C/C1=C(C#C)[C]1,c10h8_aggregates_ag_a_009_b_004_000_selected_result_009_001_ag_a_009_b_004.xyz,-344.600348,C9H4,112.208
70,C#C[CH]C#C[C]C#C[CH2],c10h5_aggregates_ag_a_009_b_004_007_selected_result_030_000_ag_a_009_b_004.xyz,-344.647016,C9H4,112.208
63,C#CC1=C(C#C)C1C#C,c9h4_aggregates_ag_a_009_b_004_003_selected_result_002_000_ag_a_009_b_004.xyz,-344.605211,C9H4,112.208
61,[C]1=C=CC#C[CH]C=C=C1,c10h6_aggregates_ag_a_009_b_004_006_selected_result_024_001_ag_a_009_b_004.xyz,-344.633636,C9H4,112.208
57,[C]1=C=C[C]=C=CC=C=C1,c9h4_aggregates_ag_a_009_b_004_002_selected_result_026_001_ag_a_009_b_004.xyz,-344.633626,C9H4,112.208
49,[CH]C1=C([C@@]23[C@H]4[C][C@@H]2[C@H]43)[C]1,c9h4_aggregates_ag_a_009_b_004_009_selected_result_029_005_ag_a_009_b_004.xyz,0.0,C9H4,112.208
54,C=C=C1C=C[C][C]2[C][C]21,c10h6_aggregates_ag_a_009_b_004_000_selected_result_021_001_ag_a_009_b_004.xyz,-344.578548,C9H4,112.208
53,C#CC#CC1=C(C#C)C1,c9h4_aggregates_ag_a_009_b_004_001_selected_result_025_002_ag_a_009_b_004.xyz,-344.622792,C9H4,112.208
52,C#C[C]C#C[CH]C#C[CH2],c9h9_aggregates_ag_a_009_b_004_008_selected_result_011_000_ag_a_009_b_004.xyz,-344.588096,C9H4,112.208
51,C1#C[CH]C#CCC#C[CH]1,c10h4_aggregates_ag_a_009_b_004_000_selected_result_010_001_ag_a_009_b_004.xyz,-344.63292,C9H4,112.208
47,C#CC#C[C@@]12[C@H]3[C][C@@H]1[C@H]32,c10h4_aggregates_ag_a_009_b_004_004_selected_result_024_005_ag_a_009_b_004.xyz,-344.540691,C9H4,112.208
72,C#CC(C1=C[C]1)=C1C=C1,c10h5_aggregates_ag_a_009_b_004_008_selected_result_011_001_ag_a_009_b_004.xyz,-344.575111,C9H4,112.208
55,[CH][CH][C]1c2[c]cc[c]c21,c10h4_aggregates_ag_a_009_b_004_009_selected_result_018_000_ag_a_009_b_004.xyz,-344.542969,C9H4,112.208
74,[C]1[CH]C[C]=[C][C@@]23[CH][C]2[C]13,c10h4_aggregates_ag_a_009_b_004_003_selected_result_010_001_ag_a_009_b_004.xyz,-344.54038,C9H4,112.208
118,C#CC#CC(=C=C)C#C,c10h5_aggregates_ag_a_009_b_004_008_selected_result_023_000_ag_a_009_b_004.xyz,-344.636172,C9H4,112.208
79,[C]1C=C1C#C[C@@]12[C][C@@H]1C2,c10h5_aggregates_ag_a_009_b_004_001_selected_result_005_006_ag_a_009_b_004.xyz,-344.513556,C9H4,112.208
45,[C]1[C]C=C2C=CC=C2[C]1,c9h4_aggregates_ag_a_009_b_004_005_selected_result_025_002_ag_a_009_b_004.xyz,-344.636916,C9H4,112.208
119,C#CC#C[C@@H]1C=C1C#C,c9h4_aggregates_ag_a_009_b_004_004_selected_result_005_001_ag_a_009_b_004.xyz,-344.611537,C9H4,112.208
116,[CH2]C1=C2[C][C@]23[C]C3=C[CH]1,c10h6_aggregates_ag_a_009_b_004_000_selected_result_004_001_ag_a_009_b_004.xyz,-344.58183,C9H4,112.208
113,[C]1[C]/C=C\C#C[CH]/C=[C]\1,c9h9_aggregates_ag_a_009_b_004_008_selected_result_020_001_ag_a_009_b_004.xyz,-344.640744,C9H4,112.208
108,[C]1c2cc3c(cc21)C=C3,c10h5_aggregates_ag_a_009_b_004_001_selected_result_026_002_ag_a_009_b_004.xyz,-344.644096,C9H4,112.208
105,C#CC1c2[c]cc[c]c21,c10h4_aggregates_ag_a_009_b_004_009_selected_result_030_000_ag_a_009_b_004.xyz,-344.591505,C9H4,112.208
76,[C]1C=C1c1c[c][c]cc1,c10h5_aggregates_ag_a_009_b_004_001_selected_result_011_007_ag_a_009_b_004.xyz,-344.622824,C9H4,112.208
103,C#CC#C[C@]12[C]3[C]1[C@@]32C,c10h5_aggregates_ag_a_009_b_004_009_selected_result_006_003_ag_a_009_b_004.xyz,-344.537846,C9H4,112.208
100,C#CC#CC#CC1=CC1,c9h4_aggregates_ag_a_009_b_004_000_selected_result_014_001_ag_a_009_b_004.xyz,-344.630456,C9H4,112.208
95,[C](C#CC1=C[CH]1)C1=C[CH]1,c10h4_aggregates_ag_a_009_b_004_007_selected_result_029_003_ag_a_009_b_004.xyz,0.0,C9H4,112.208
92,[C]=C1[C]2[C]3C=CC=C[C@@]321,c10h4_aggregates_ag_a_009_b_004_007_selected_result_002_007_ag_a_009_b_004.xyz,-344.587987,C9H4,112.208
122,C#C[C@]12[C@@H]3[C][C@H]1[C@@]32C#C,c10h4_aggregates_ag_a_009_b_004_004_selected_result_016_004_ag_a_009_b_004.xyz,-344.526374,C9H4,112.208
87,C#CC#CC#CC1C=C1,c9h8_aggregates_ag_a_009_b_004_009_selected_result_016_000_ag_a_009_b_004.xyz,-344.621418,C9H4,112.208
86,C=CC#CC#CC1=C[C]1,c10h5_aggregates_ag_a_009_b_004_009_selected_result_026_000_ag_a_009_b_004.xyz,0.0,C9H4,112.208
102,[C]1/[C]=[C]\C=C/C#C/C=C\1,c10h5_aggregates_ag_a_009_b_004_001_selected_result_016_005_ag_a_009_b_004.xyz,-344.640738,C9H4,112.208
44,C#Cc1ccc2c(c1)[C]2,c10h4_aggregates_ag_a_009_b_004_007_selected_result_010_000_ag_a_009_b_004.xyz,-344.653382,C9H4,112.208
13,[C]1C2=C1C=CC#CC=C2,c10h5_aggregates_ag_a_009_b_004_009_selected_result_004_001_ag_a_009_b_004.xyz,-344.634404,C9H4,112.208
42,[C]1[CH][C]2C=C[CH][C@@]23[C][C]13,c10h4_aggregates_ag_a_009_b_004_004_selected_result_018_000_ag_a_009_b_004.xyz,0.0,C9H4,112.208
43,[C]1C=C1C#C[C@]12[C@@H]3[C@H]1[C@@H]32,c10h7_aggregates_ag_a_009_b_004_005_selected_result_024_003_ag_a_009_b_004.xyz,-344.514426,C9H4,112.208
1,C#CC#CC=C=CC#C,c10h8_aggregates_ag_a_009_b_004_000_selected_result_004_001_ag_a_009_b_004.xyz,-344.640297,C9H4,112.208
2,[C]1=C=CC=C=[C][C@@H]2[CH][C]12,c9h4_aggregates_ag_a_009_b_004_000_selected_result_024_000_ag_a_009_b_004.xyz,-344.612069,C9H4,112.208
3,C#CC#C[C@@]12[C@H]3[C@H]4[C@@H]1[C@@]432,c9h8_aggregates_ag_a_009_b_004_009_selected_result_008_001_ag_a_009_b_004.xyz,-344.571064,C9H4,112.208
5,CC#CC#C[C]C1=C[C]1,c10h4_aggregates_ag_a_009_b_004_003_selected_result_003_000_ag_a_009_b_004.xyz,-344.587976,C9H4,112.208
6,C#C[C]1[C]=[C][CH][CH][C][CH]1,c10h4_aggregates_ag_a_009_b_004_009_selected_result_005_000_ag_a_009_b_004.xyz,-344.615073,C9H4,112.208
8,C#CC#CC#CC#CC,c10h4_aggregates_ag_a_009_b_004_000_selected_result_021_000_ag_a_009_b_004.xyz,-344.670838,C9H4,112.208
10,C#CC#C[C][C@]12[C@@H]3[C@H]1[C@@H]32,c10h4_aggregates_ag_a_009_b_004_004_selected_result_001_005_ag_a_009_b_004.xyz,-344.509154,C9H4,112.208
11,C#CC#CC1=C[C@@H]1C#C,c10h5_aggregates_ag_a_009_b_004_001_selected_result_012_004_ag_a_009_b_004.xyz,-344.612378,C9H4,112.208
12,C#CC#CC#CC=C=C,c10h4_aggregates_ag_a_009_b_004_007_selected_result_006_001_ag_a_009_b_004.xyz,-344.658387,C9H4,112.208
15,C#C[C]C1=C(C#CC)[C]1,c10h4_aggregates_ag_a_009_b_004_008_selected_result_018_002_ag_a_009_b_004.xyz,0.0,C9H4,112.208
16,C#Cc1cccc2c1[C]2,c10h5_aggregates_ag_a_009_b_004_008_selected_result_004_007_ag_a_009_b_004.xyz,-344.654031,C9H4,112.208
18,[C]1[CH][C]=C=CC=C=[C][CH]1,c10h5_aggregates_ag_a_009_b_004_009_selected_result_016_001_ag_a_009_b_004.xyz,-344.642115,C9H4,112.208
19,[C]1[C]=CC=[C][C]2[C]3[C@H]1[C@H]23,c10h5_aggregates_ag_a_009_b_004_009_selected_result_001_001_ag_a_009_b_004.xyz,0.0,C9H4,112.208
21,C#CC#CC1=C(C=C)[C]1,c9h4_aggregates_ag_a_009_b_004_007_selected_result_011_001_ag_a_009_b_004.xyz,-344.61013,C9H4,112.208
7,C#CC=C=C(C#C)C#C,c9h8_aggregates_ag_a_009_b_004_009_selected_result_030_005_ag_a_009_b_004.xyz,-344.620156,C9H4,112.208
24,C#CC1=C([C@]23[C@@H]4[C@H]2[C@@H]43)[C]1,c10h4_aggregates_ag_a_009_b_004_006_selected_result_010_002_ag_a_009_b_004.xyz,-344.510447,C9H4,112.208
23,C#CC1=CC1=C=C1C=C1,c9h8_aggregates_ag_a_009_b_004_009_selected_result_023_007_ag_a_009_b_004.xyz,-344.569979,C9H4,112.208
38,[CH]1[C]2[C]1[C]1[C]2[C]2[C@H]3[C@@H]1[C@@H]23,c9h4_aggregates_ag_a_009_b_004_009_selected_result_003_002_ag_a_009_b_004.xyz,-344.455657,C9H4,112.208
37,C#CC#C[C]C1=C(C)[C]1,c10h8_aggregates_ag_a_009_b_004_006_selected_result_017_003_ag_a_009_b_004.xyz,-344.586485,C9H4,112.208
35,C#CC#C[CH]C#C[C][CH2],c9h9_aggregates_ag_a_009_b_004_008_selected_result_018_000_ag_a_009_b_004.xyz,-344.650012,C9H4,112.208
34,[CH2]C1=C2[C][C]2[C]=[C]C=C1,c10h6_aggregates_ag_a_009_b_004_000_selected_result_028_001_ag_a_009_b_004.xyz,-344.588392,C9H4,112.208
33,C#CC1=C[C]=[C][CH][C][CH]1,c10h4_aggregates_ag_a_009_b_004_007_selected_result_030_006_ag_a_009_b_004.xyz,-344.616969,C9H4,112.208
31,C#C[C]1[C][CH]C=C[C]=[C]1,c10h5_aggregates_ag_a_009_b_004_008_selected_result_014_007_ag_a_009_b_004.xyz,-344.614859,C9H4,112.208
40,C#C[C]1C=C1[C]C#C[CH2],c10h5_aggregates_ag_a_009_b_004_007_selected_result_026_000_ag_a_009_b_004.xyz,0.0,C9H4,112.208
29,C#CC#C/C=C/C1=C[C]1,c10h4_aggregates_ag_a_009_b_004_004_selected_result_023_006_ag_a_009_b_004.xyz,-344.607305,C9H4,112.208
28,[C]1C2=C1C1=CC1=CC=C2,c10h5_aggregates_ag_a_009_b_004_001_selected_result_016_001_ag_a_009_b_004.xyz,-344.597296,C9H4,112.208
27,[C]1=C[C@H]2[C]3[C]4C=C[C]1[C@]432,c10h5_aggregates_ag_a_009_b_004_007_selected_result_006_001_ag_a_009_b_004.xyz,-344.540816,C9H4,112.208
26,[C]1[C][C@@H]2[C@@H]3[C]([C]=[C][CH]1)[C@@H]32,c9h4_aggregates_ag_a_009_b_004_009_selected_result_022_002_ag_a_009_b_004.xyz,-344.526876,C9H4,112.208
25,[C]1[CH][C][C]1C#CC1=CC1,c9h4_aggregates_ag_a_009_b_004_001_selected_result_031_001_ag_a_009_b_004.xyz,-344.525806,C9H4,112.208
30,C#CC#CC1=C[C@H]1C#C,c9h4_aggregates_ag_a_009_b_004_009_selected_result_016_004_ag_a_009_b_004.xyz,-344.612376,C9H4,112.208
79,C#CC#C/C=C\C=C=C,c10h8_aggregates_ag_a_009_b_006_009_selected_result_023_000_ag_a_009_b_006.xyz,-345.899966,C9H6,114.222
78,[C]1C=C1C1=C[C][C@@H]2C[C@H]12,c9h6_aggregates_ag_a_009_b_006_001_selected_result_029_001_ag_a_009_b_006.xyz,-345.778645,C9H6,114.222
76,C#C[C@H]1[C@@]23[C@H]4C=C[C@@H]2[C@]143,c10h9_aggregates_ag_a_009_b_006_000_selected_result_025_000_ag_a_009_b_006.xyz,-345.859799,C9H6,114.222
74,C#CC1=CC(=C=C)C=C1,c9h6_aggregates_ag_a_009_b_006_006_selected_result_020_000_ag_a_009_b_006.xyz,-345.94247,C9H6,114.222
73,C#CC#CC1=C/C1=C\C,c10h10_aggregates_ag_a_009_b_006_008_selected_result_021_003_ag_a_009_b_006.xyz,-345.860481,C9H6,114.222
71,C(#CC1C=C1)C=C1C=C1,c9h6_aggregates_ag_a_009_b_006_009_selected_result_017_000_ag_a_009_b_006.xyz,-345.819528,C9H6,114.222
70,C#CC1=CC2(C=C1)C=C2,c10h7_aggregates_ag_a_009_b_006_009_selected_result_011_000_ag_a_009_b_006.xyz,-345.903045,C9H6,114.222
69,C#CC=C=C/C=C/C#C,c10h7_aggregates_ag_a_009_b_006_001_selected_result_015_001_ag_a_009_b_006.xyz,-345.883892,C9H6,114.222
68,C#C[C]1[C]2[C@H]3CC=C[C@@]123,c9h6_aggregates_ag_a_009_b_006_007_selected_result_023_001_ag_a_009_b_006.xyz,-345.85575,C9H6,114.222
67,C#CC#C/C=C1/[C@H]2C[C@@H]12,c10h7_aggregates_ag_a_009_b_006_000_selected_result_016_000_ag_a_009_b_006.xyz,-345.864158,C9H6,114.222
64,C=C1[C@@]23[C][C@@]12C=CC=C3,c9h6_aggregates_ag_a_009_b_006_005_selected_result_027_000_ag_a_009_b_006.xyz,-345.842474,C9H6,114.222
65,C#CC#CC1=CCC=C1,c10h8_aggregates_ag_a_009_b_006_004_selected_result_023_000_ag_a_009_b_006.xyz,-345.940046,C9H6,114.222
63,C#C[C@@]12[CH][C]1C2=C1CC1,c9h6_aggregates_ag_a_009_b_006_002_selected_result_010_000_ag_a_009_b_006.xyz,-345.795544,C9H6,114.222
62,C#C[C][C]1[C]2[C@@H](C=C)[C@@H]12,c10h7_aggregates_ag_a_009_b_006_002_selected_result_004_002_ag_a_009_b_006.xyz,0.0,C9H6,114.222
59,C#C[C@H]1[C]C1=C=CC=C,c10h7_aggregates_ag_a_009_b_006_001_selected_result_028_000_ag_a_009_b_006.xyz,0.0,C9H6,114.222
58,C#C[C@@H]1C=C[C]2[C]3C[C@]231,c9h6_aggregates_ag_a_009_b_006_002_selected_result_029_001_ag_a_009_b_006.xyz,-345.820615,C9H6,114.222
54,C#CC1=C(C2=CCC2)[C]1,c10h6_aggregates_ag_a_009_b_006_003_selected_result_006_000_ag_a_009_b_006.xyz,-345.832447,C9H6,114.222
56,C=C=C1C=C1C#CC=C,c9h7_aggregates_ag_a_009_b_006_004_selected_result_009_000_ag_a_009_b_006.xyz,-345.859065,C9H6,114.222
55,C#CC#C[C@@H]1C=C1C=C,c9h7_aggregates_ag_a_009_b_006_003_selected_result_017_000_ag_a_009_b_006.xyz,-345.859559,C9H6,114.222
66,[C]=C/C(C#CC#C)=C\C,c9h7_aggregates_ag_a_009_b_006_004_selected_result_016_002_ag_a_009_b_006.xyz,-345.811211,C9H6,114.222
80,C#C/C=C(\C=C)C1=C[C]1,c9h6_aggregates_ag_a_009_b_006_001_selected_result_023_001_ag_a_009_b_006.xyz,0.0,C9H6,114.222
106,C#Cc1cccc2c1C2,c9h8_aggregates_ag_a_009_b_006_009_selected_result_004_000_ag_a_009_b_006.xyz,-345.935191,C9H6,114.222
82,C#C[C@@H]1[C][C]1[CH]C1C=C1,c10h7_aggregates_ag_a_009_b_006_001_selected_result_002_001_ag_a_009_b_006.xyz,0.0,C9H6,114.222
117,C#CC#C[C@@]12[C@H]3C[C@@H]1[C@H]32,c10h6_aggregates_ag_a_009_b_006_003_selected_result_011_000_ag_a_009_b_006.xyz,-345.841059,C9H6,114.222
115,C#C[C]C#CC1=CCC1,c10h6_aggregates_ag_a_009_b_006_003_selected_result_027_000_ag_a_009_b_006.xyz,-345.824034,C9H6,114.222
114,C#CC#CC1=C[C@@H]2C[C@H]12,c9h8_aggregates_ag_a_009_b_006_009_selected_result_000_001_ag_a_009_b_006.xyz,-345.868275,C9H6,114.222
113,C#CC#C[C]1[C][CH]CC1,c10h6_aggregates_ag_a_009_b_006_003_selected_result_012_000_ag_a_009_b_006.xyz,-345.834839,C9H6,114.222
111,[CH][CH][CH]/C=C/C#CC#C,c10h7_aggregates_ag_a_009_b_006_003_selected_result_023_000_ag_a_009_b_006.xyz,-345.809453,C9H6,114.222
109,C#CC#C[CH]C1=C[C]1C,c10h10_aggregates_ag_a_009_b_006_008_selected_result_017_000_ag_a_009_b_006.xyz,-345.87365,C9H6,114.222
52,[CH2]C1=C[C]2[C]3[CH][C@]32C=C1,c9h6_aggregates_ag_a_009_b_006_008_selected_result_024_000_ag_a_009_b_006.xyz,-345.884027,C9H6,114.222
105,C#CC=C=C1C=CC=C1,c10h10_aggregates_ag_a_009_b_006_002_selected_result_022_000_ag_a_009_b_006.xyz,-345.935528,C9H6,114.222
104,C#CC#C/C=C1\CC1=C,c10h6_aggregates_ag_a_009_b_006_003_selected_result_018_001_ag_a_009_b_006.xyz,-345.875273,C9H6,114.222
81,C#CC#C[C@@H]1CC12C=C2,c10h8_aggregates_ag_a_009_b_006_009_selected_result_009_001_ag_a_009_b_006.xyz,-345.831698,C9H6,114.222
100,C#CC#C[C@H]1[C@@H]2[C@@H]3[C@H]1[C@H]23,c9h8_aggregates_ag_a_009_b_006_009_selected_result_031_001_ag_a_009_b_006.xyz,-345.833425,C9H6,114.222
98,C#CC1=C(/C=C/C=C)[C]1,c10h6_aggregates_ag_a_009_b_006_003_selected_result_009_001_ag_a_009_b_006.xyz,-345.846209,C9H6,114.222
95,C#CC1=CC(=C2C=C2)C1,c9h6_aggregates_ag_a_009_b_006_006_selected_result_003_000_ag_a_009_b_006.xyz,-345.856546,C9H6,114.222
93,C#Cc1c[c]cc([CH2])c1,c10h6_aggregates_ag_a_009_b_006_001_selected_result_014_000_ag_a_009_b_006.xyz,-345.88967,C9H6,114.222
91,C#CC#CCC#CC=C,c10h6_aggregates_ag_a_009_b_006_000_selected_result_004_000_ag_a_009_b_006.xyz,-345.880504,C9H6,114.222
89,[CH]c1cccc(C#C)c1,c9h8_aggregates_ag_a_009_b_006_009_selected_result_022_000_ag_a_009_b_006.xyz,-345.893775,C9H6,114.222
88,C#C[C]1[C]2[CH][C]2[C@H]2C[C@@H]12,c10h7_aggregates_ag_a_009_b_006_002_selected_result_016_001_ag_a_009_b_006.xyz,-345.836781,C9H6,114.222
87,C#CC#C/C=C\C#CC,c10h8_aggregates_ag_a_009_b_006_009_selected_result_009_000_ag_a_009_b_006.xyz,-345.89956,C9H6,114.222
