Unnamed: 0,smiles,Formula,Mol_wt
7889,[CH3+],CH3+,15.041
3,[CH3-],CH3-,15.041
1835,[11CH4],CH4,16.048
1,C,CH4,16.048
375,C,CH4,16.048
1764,[13CH4],CH4,16.048
848,[14CH4],CH4,16.048
28651,[13CH4],CH4,16.048
1898,C,CH4,16.048
28680,C,CH4,16.048
21779,[12CH4],CH4,16.048
3490,[15CH4],CH4,16.048
21463,[12CH4],CH4,16.048
28043,C,CH4,16.048
28038,[13CH4],CH4,16.048
2515,[C+]#[C-],C2,24.04
28901,[14CH]#[14CH],C2H2,26.054
4500,[11CH]#C,C2H2,26.054
20,C#C,C2H2,26.054
2218,C#C,C2H2,26.054
28105,[13CH]#[13CH],C2H2,26.054
25974,[12CH]#C,C2H2,26.054
12786,[12CH]#[12CH],C2H2,26.054
2136,C#C,C2H2,26.054
16307,[13CH]#[12CH],C2H2,26.054
12888,[13CH]#C,C2H2,26.054
12887,C#[13CH],C2H2,26.054
25703,[12CH]#C,C2H2,26.054
13009,[13CH]#[13CH],C2H2,26.054
1900,C=C,C2H4,28.067999999999998
2252,C=C,C2H4,28.067999999999998
2251,C=C,C2H4,28.067999999999998
2461,C=C,C2H4,28.067999999999998
22308,[13CH2]=[13CH2],C2H4,28.067999999999998
19,C=C,C2H4,28.067999999999998
13715,[13CH2]=[13CH2],C2H4,28.067999999999998
4504,[11CH2]=C,C2H4,28.067999999999998
8784,C[CH2+],C2H5+,29.075
8519,C[CH2-],C2H5-,29.075
2415,CC,C2H6,30.082
16679,[13CH3]C,C2H6,30.082
2205,CC,C2H6,30.082
2784,CC,C2H6,30.082
16678,[13CH3]C,C2H6,30.082
18,CC,C2H6,30.082
13840,CC,C2H6,30.082
2186,CC,C2H6,30.082
11274,C1=C=C1,C3H2,38.074000000000005
17318,C1=C=C1,C3H2,38.074000000000005
22029,C1=C=C1,C3H2,38.074000000000005
25352,CC#[C-],C3H3-,39.081
2438,CC#C,C3H4,40.088
22,CC#C,C3H4,40.088
13888,C=C=C,C3H4,40.088
22150,C=C=C,C3H4,40.088
14090,CC#C,C3H4,40.088
19757,C=C=C,C3H4,40.088
1909,C1C=C1,C3H4,40.088
2517,CC#C,C3H4,40.088
19328,C[13C]#C,C3H4,40.088
21612,C1CC1,C3H6,42.102000000000004
28478,C([CH2-])[CH2-],C3H6-2,42.102000000000004
28254,[13CH2]1CC1,C3H6,42.102000000000004
12035,C1C[13CH2]1,C3H6,42.102000000000004
20423,CC=C,C3H6,42.102000000000004
12034,C1C[13CH2]1,C3H6,42.102000000000004
23,C1CC1,C3H6,42.102000000000004
13211,[13CH3][13CH]=[12CH2],C3H6,42.102000000000004
2165,CC=C,C3H6,42.102000000000004
19686,CC=[13CH2],C3H6,42.102000000000004
20424,CC=C,C3H6,42.102000000000004
19688,CC=[13CH2],C3H6,42.102000000000004
19687,C1C[13CH2]1,C3H6,42.102000000000004
102,CC=C,C3H6,42.102000000000004
14412,[13CH3]C=C,C3H6,42.102000000000004
27973,[11CH3]C=C,C3H6,42.102000000000004
11283,[CH+](C)C,C3H7+,43.109
2268,C(C)C,C3H8,44.116
21,C(C)C,C3H8,44.116
14139,C(C)C,C3H8,44.116
2269,C(C)C,C3H8,44.116
11534,C(C)C,C3H8,44.116
14140,C(C)C,C3H8,44.116
26626,C(C)C,C3H8,44.116
14138,C(C)C,C3H8,44.116
11280,[13CH2](C)C,C3H8,44.116
13695,C(#[C-])C#[C-],C4-2,48.08
11266,C1=C=C=C=1,C4,48.08
14430,C(#C)C#[C-],C4H-,49.086999999999996
20769,C1C2=C=C12,C4H2,50.094
25601,[13C](#C)[13C]#C,C4H2,50.094
204,C(#C)C#C,C4H2,50.094
2607,C(#C)C#C,C4H2,50.094
12375,C1=CC=C1,C4H4,52.108
2147,C1=CC=C1,C4H4,52.108
12376,[13CH]1=CC=C1,C4H4,52.108
3064,C12=C(C1)C2,C4H4,52.108
2339,C1(=C)C=C1,C4H4,52.108
11572,[C@H]12[C@@H]3[C@H]1[C@H]23,C4H4,52.108
2267,C=C=C=C,C4H4,52.108
17230,C(=C)C#C,C4H4,52.108
376,C(=C)C#C,C4H4,52.108
24973,C(=C)C#C,C4H4,52.108
2752,C=C=C=C,C4H4,52.108
8651,[C-](=C)[C-]=C,C4H4-2,52.108
12377,[13CH]1=[13CH]C=C1,C4H4,52.108
8763,CC#C[CH2-],C4H5-,53.114999999999995
23630,C(=[13CH2])C=[13CH2],C4H6,54.122
7787,[C@@H]1(C=C1)C,C4H6,54.122
1951,[C@@H]12[C@@H](C1)C2,C4H6,54.122
18193,C1CC1=C,C4H6,54.122
5716,C(=C[CH2-])[CH2-],C4H6-2,54.122
2157,C(=C)C=C,C4H6,54.122
1498,C1CC1=C,C4H6,54.122
23633,C(=C)C=C,C4H6,54.122
1343,C1CC=C1,C4H6,54.122
81,C(C)C#C,C4H6,54.122
23632,C(=[13CH2])C=C,C4H6,54.122
80,C(=C)C=C,C4H6,54.122
229,CC#CC,C4H6,54.122
23631,[13CH](=C)[13CH]=C,C4H6,54.122
2510,C(=C)C=C,C4H6,54.122
4534,C(=C)C=C,C4H6,54.122
3351,C1C(=C1)C,C4H6,54.122
4568,C(=C)C=C,C4H6,54.122
23372,[C@@H]12[C@@H](C1)C2,C4H6,54.122
23373,[C@@H]12[C@@H](C1)C2,C4H6,54.122
14040,[13CH](=[13CH2])[13CH]=[13CH2],C4H6,54.122
10654,C(=C\[CH2-])/[CH2-],C4H6-2,54.122
288,CC=C=C,C4H6,54.122
9034,C(C=C)[CH2-],C4H7-,55.129
21577,C(C)C=C,C4H8,56.135999999999996
79,C(C)C=C,C4H8,56.135999999999996
1251,C(=C\C)/C,C4H8,56.135999999999996
8396,C(=C\C)/C,C4H8,56.135999999999996
2166,C(=CC)C,C4H8,56.135999999999996
313,C1(CC1)C,C4H8,56.135999999999996
12462,C(=C)(C)C,C4H8,56.135999999999996
9164,C(=C\C)\C,C4H8,56.135999999999996
103,C(=C)(C)C,C4H8,56.135999999999996
189,C1CCC1,C4H8,56.135999999999996
344,C(=CC)C,C4H8,56.135999999999996
13212,[13CH2]([13CH3])[12CH]=[12CH2],C4H8,56.135999999999996
26089,C(C)C=C,C4H8,56.135999999999996
8804,[C+](C)(C)C,C4H9+,57.143
8901,C(C[CH2-])C,C4H9-,57.143
9025,[C-](C)(C)C,C4H9-,57.143
11321,C(C)(C)[CH2-],C4H9-,57.143
30381,[13CH](C)(C)C,C4H10,58.15
19081,C(CC)C,C4H10,58.15
19080,C(CC)C,C4H10,58.15
2526,C(C)(C)C,C4H10,58.15
26798,C(C)(C)C,C4H10,58.15
3211,C(C)(C)C,C4H10,58.15
12961,[13CH2](CC)C,C4H10,58.15
4555,C(C)(C)C,C4H10,58.15
26996,C(C)(C)C,C4H10,58.15
24,C(C)(C)C,C4H10,58.15
78,C(CC)C,C4H10,58.15
20550,C1(=C=C1)C#[C-],C5H-,61.10699999999999
12263,C1(C#C1)C#C,C5H2,62.114
21736,C12=C=C1C2=C,C5H2,62.114
2744,C(C#C)C#C,C5H4,64.128
2516,C=C=C=C=C,C5H4,64.128
20217,C(=C=C)C#C,C5H4,64.128
28754,[C@@H]1(C=C1)C#C,C5H4,64.128
2395,CC#CC#C,C5H4,64.128
21706,CC#CC#C,C5H4,64.128
16728,C1(=C=C=C1)C,C5H4,64.128
21707,C(=C=C)C#C,C5H4,64.128
8543,[CH-]1C=CC=C1,C5H5-,65.13499999999999
1245,CC(=C)C#C,C5H6,66.142
7794,C/C=C/C#C,C5H6,66.142
2864,C123C(C1)(C2)C3,C5H6,66.142
7883,C/C=C\C#C,C5H6,66.142
26132,C1(CC1)C#C,C5H6,66.142
2460,C1(CC1)C#C,C5H6,66.142
2512,C(=C)C=C=C,C5H6,66.142
2403,[C@@H]12[C@@H](C1)C=C2,C5H6,66.142
71,C1C=CC=C1,C5H6,66.142
21123,[C@]12([C@H]3[C@@H]1[C@@H]23)C,C5H6,66.142
2061,CC#CC=C,C5H6,66.142
11903,[C@H]1(C=C1)C=C,C5H6,66.142
11904,C1(CC1)C#C,C5H6,66.142
2176,CC=CC#C,C5H6,66.142
19334,C1(=CC1=C)C,C5H6,66.142
10700,C1[CH-]C=C[CH-]1,C5H6-2,66.142
5014,C(C=C)C#C,C5H6,66.142
28755,C1C(=C1)C=C,C5H6,66.142
18655,[C@@H]1(CC1=C)C,C5H8,68.15599999999999
7880,C(=C\C=C)\C,C5H8,68.15599999999999
1311,C(C)(C)C#C,C5H8,68.15599999999999
470,C1CC(=C)C1,C5H8,68.15599999999999
28183,C(C)(C)C#C,C5H8,68.15599999999999
21161,[C@@H]12[C@@H](C1)CC2,C5H8,68.15599999999999
13546,C1CC=CC1,C5H8,68.15599999999999
21162,[C@H]12[C@H](C1)CC2,C5H8,68.15599999999999
19040,C1CC=CC1,C5H8,68.15599999999999
21117,C(=C\C=C)\C,C5H8,68.15599999999999
7764,[C@H]12[C@H](C1)CC2,C5H8,68.15599999999999
2051,CC=C=CC,C5H8,68.15599999999999
2331,C1(C=C1)(C)C,C5H8,68.15599999999999
28,C(=C)(C)C=C,C5H8,68.15599999999999
509,C(=CC=C)C,C5H8,68.15599999999999
7677,C(=C[CH2-])(C)[CH2-],C5H8-2,68.15599999999999
14281,C(=C)(C)C=C,C5H8,68.15599999999999
23800,C1CC(=C)C1,C5H8,68.15599999999999
18690,[C@@H]1(C(=C1)C)C,C5H8,68.15599999999999
26886,C(=C)(C)C=[13CH2],C5H8,68.15599999999999
13545,C1CC=CC1,C5H8,68.15599999999999
2895,C1CC=CC1,C5H8,68.15599999999999
2635,C1CC1=CC,C5H8,68.15599999999999
9126,[C@@]12([C@H](C1)C2)C,C5H8,68.15599999999999
4795,C1CC=CC1,C5H8,68.15599999999999
19047,C1(CC1)C=C,C5H8,68.15599999999999
19042,C1CC=CC1,C5H8,68.15599999999999
26133,C1CC(=C)C1,C5H8,68.15599999999999
348,C(C)C#CC,C5H8,68.15599999999999
12530,C1CC=CC1,C5H8,68.15599999999999
316,C(=C=C)(C)C,C5H8,68.15599999999999
19046,C1(CC1)C=C,C5H8,68.15599999999999
298,C(C)C=C=C,C5H8,68.15599999999999
2033,[C@H]12C[C@H](C1)C2,C5H8,68.15599999999999
297,C(C=C)C=C,C5H8,68.15599999999999
19041,C1CC=CC1,C5H8,68.15599999999999
2568,C12(CC1)CC2,C5H8,68.15599999999999
112,C1CC=CC1,C5H8,68.15599999999999
119,[C@@H]12[C@@H](C1)CC2,C5H8,68.15599999999999
1244,C(=C\C=C)/C,C5H8,68.15599999999999
22516,[C@@H]1(CC=C1)C,C5H8,68.15599999999999
2064,C1(CC1)C=C,C5H8,68.15599999999999
347,C(CC#C)C,C5H8,68.15599999999999
2636,[C@@H]1(CC1=C)C,C5H8,68.15599999999999
2162,C1CC=C1C,C5H8,68.15599999999999
2549,C1C(=C1C)C,C5H8,68.15599999999999
117,C12(CC1)CC2,C5H8,68.15599999999999
1385,C1(CC1)(C)C,C5H10,70.16999999999999
13123,C([13CH2]C=C)C,C5H10,70.16999999999999
190,C1CCCC1,C5H10,70.16999999999999
14801,C(C)(C)C=C,C5H10,70.16999999999999
19827,C1(CC1)(C)C,C5H10,70.16999999999999
21476,C(=CC)(C)C,C5H10,70.16999999999999
21473,C(=CC)(C)C,C5H10,70.16999999999999
21475,C(=CC)(C)C,C5H10,70.16999999999999
25721,C(CC=C)C,C5H10,70.16999999999999
21474,C(=CC)(C)C,C5H10,70.16999999999999
232,C(=CC)(C)C,C5H10,70.16999999999999
91,C(CC=C)C,C5H10,70.16999999999999
13125,[13CH2](CC=C)C,C5H10,70.16999999999999
13122,C(C[13CH]=C)C,C5H10,70.16999999999999
1214,C(=CC)(C)C,C5H10,70.16999999999999
13124,C(CC=[13CH2])C,C5H10,70.16999999999999
1368,C1(CC1)CC,C5H10,70.16999999999999
369,C(C=CC)C,C5H10,70.16999999999999
19085,C(C(=C)C)C,C5H10,70.16999999999999
3826,[C@@H]1([C@H](C1)C)C,C5H10,70.16999999999999
259,C(C)(C)C=C,C5H10,70.16999999999999
260,C(C(=C)C)C,C5H10,70.16999999999999
10716,[C@@H]1([C@@H](C1)C)C,C5H10,70.16999999999999
9297,C(/C=C\C)C,C5H10,70.16999999999999
9298,C(/C=C/C)C,C5H10,70.16999999999999
317,C1(CCC1)C,C5H10,70.16999999999999
19086,C(C(=C)C)C,C5H10,70.16999999999999
12243,C1(CC1)(C)C,C5H10,70.16999999999999
1747,[C@@H]1([C@@H](C1)C)C,C5H10,70.16999999999999
9289,C([C+](C)C)C,C5H11+,71.17699999999999
13696,C(#CC#[C-])C#[C-],C6-2,72.12
19083,C(CC)(C)C,C5H12,72.184
19082,C(CC)(C)C,C5H12,72.184
2204,C(CC)CC,C5H12,72.184
14622,C([13CH3])(C)(C)C,C5H12,72.184
205,C(C)(C)(C)C,C5H12,72.184
21543,C(CC)CC,C5H12,72.184
90,C(CC)CC,C5H12,72.184
21542,C(CC)CC,C5H12,72.184
4497,C(C[11CH3])CC,C5H12,72.184
27,C(CC)(C)C,C5H12,72.184
14431,C(#CC#C)C#[C-],C6H-,73.12700000000001
15063,C(#CC#C)C#C,C6H2,74.134
2290,C(#CC#C)C#C,C6H2,74.134
13470,C12=C(C1=C)C2=C,C6H4,76.14800000000001
10368,C(=C\C#C)/C#C,C6H4,76.14800000000001
12934,[13CH](=C\C#C)\C#C,C6H4,76.14800000000001
21440,C1=CC=[13C]=[13C]=C1,C6H4,76.14800000000001
12933,C(=C\C#C)\C#C,C6H4,76.14800000000001
12932,C(=C\C#C)\C#C,C6H4,76.14800000000001
13462,C12=CC1=CC2=C,C6H4,76.14800000000001
13463,C12=C(C1=C)C=C2,C6H4,76.14800000000001
10367,C(=C\C#C)\C#C,C6H4,76.14800000000001
12930,C(=C\C#C)\C#C,C6H4,76.14800000000001
12931,C(=C\C#C)\C#C,C6H4,76.14800000000001
16267,C1=CC=C=C=[13CH]1,C6H4,76.14800000000001
1913,C(=CC#C)C#C,C6H4,76.14800000000001
16266,C1=CC=C=[13C]=C1,C6H4,76.14800000000001
16268,[13CH]1=CC=C=C=C1,C6H4,76.14800000000001
28042,c1c[c-]c[c-]c1,C6H4-2,76.14800000000001
23608,C1(=CC=C1)C#C,C6H4,76.14800000000001
8381,c12=c(cc1)cc2,C6H4,76.14800000000001
9012,c1cc[c+]cc1,C6H5+,77.155
9011,c1cc[c-]cc1,C6H5-,77.155
3128,[C@H]1([C@H]2C=C2)C=C1,C6H6,78.162
3139,CC#CC#CC,C6H6,78.162
2265,CC#CC#CC,C6H6,78.162
10419,C(=C\C#C)\C=C,C6H6,78.162
3199,C(CC#C)C#C,C6H6,78.162
2791,C(=C=C)C=C=C,C6H6,78.162
2506,C(C#CC)C#C,C6H6,78.162
0,c1ccccc1,C6H6,78.162
9907,C(=C\C#C)/C=C,C6H6,78.162
7230,[CH-]1C=C[CH-]C=C1,C6H6-2,78.162
3326,[14cH]1ccccc1,C6H6,78.162
2042,C1(=C)C=CC=C1,C6H6,78.162
26086,c1ccccc1,C6H6,78.162
1372,c1ccccc1,C6H6,78.162
2294,C1(=C)C(=C)C1=C,C6H6,78.162
1322,C(CC#C)C#C,C6H6,78.162
2409,C1(=C)C(=C)C=C1,C6H6,78.162
1710,[C@H]12[C@H](C=C1)C=C2,C6H6,78.162
29043,[14cH]1[14cH][14cH][14cH][14cH][14cH]1,C6H6,78.162
1240,C(=C)C#CC=C,C6H6,78.162
2367,C(C)C#CC#C,C6H6,78.162
2062,[C@@H]12[C@H]3[C@@H]1C=C[C@@H]23,C6H6,78.162
2823,C(C=C=C)C#C,C6H6,78.162
1903,c1ccccc1,C6H6,78.162
13832,[13cH]1[13cH][13cH][13cH][13cH][13cH]1,C6H6,78.162
2505,C(=CC#C)C=C,C6H6,78.162
25611,C1(CC1)[C@H]1C=C1,C6H8,80.176
29562,C1CCC#CC1,C6H8,80.176
3296,C(C=C)C=C=C,C6H8,80.176
3183,C12(CCC1)C=C2,C6H8,80.176
3181,[C@@]1(C=C1)(C)C=C,C6H8,80.176
25294,[C@@H]12CC(=C2)CC1,C6H8,80.176
2096,[C@H]12C[C@H](C1)C=C2,C6H8,80.176
10398,C(/C=C\C)C#C,C6H8,80.176
23278,C1CC=CC=C1,C6H8,80.176
2208,C1C(=C)CC1=C,C6H8,80.176
2801,C12=C(CC1)CC2,C6H8,80.176
829,[C@H]1(C=CC=C1)C,C6H8,80.176
2561,C(=C)(C)C=C=C,C6H8,80.176
9733,CC=C=C=CC,C6H8,80.176
10399,C(/C=C/C)C#C,C6H8,80.176
2835,CC=C=CC=C,C6H8,80.176
351,C1C=CCC=C1,C6H8,80.176
22429,C(=C\C=C)\C=C,C6H8,80.176
2548,C1CC(=C)C1=C,C6H8,80.176
10374,C(=C\C=C=C)/C,C6H8,80.176
2964,C1(CCC1)C#C,C6H8,80.176
30212,[C@@H]1([C@@H](C1)C#C)C,C6H8,80.176
23279,C1CC=CC=C1,C6H8,80.176
1027,C1CC=C=CC1,C6H8,80.176
22432,C(=C\C=C)\C=C,C6H8,80.176
30382,C1(CC1)C#CC,C6H8,80.176
4774,C(C=CC)C#C,C6H8,80.176
18224,[C@@H]1([C@H](C1)C#C)C,C6H8,80.176
28568,C(C=C)C#CC,C6H8,80.176
22430,C(=C\C=C)\C=C,C6H8,80.176
5718,C(=CC#C)(C)C,C6H8,80.176
22431,C(=C\C=C)\C=C,C6H8,80.176
21768,[C@H]12[C@H](C1)C=CC2,C6H8,80.176
2538,C(C)C#CC=C,C6H8,80.176
2672,C(=CC=C=C)C,C6H8,80.176
1269,C1C(=CC=C1)C,C6H8,80.176
21037,C(=C\C=C)/C=C,C6H8,80.176
21036,C(=C\C=C)/C=C,C6H8,80.176
9962,C(=C\C=C)/C=C,C6H8,80.176
9960,C(=C\C=C)\C=C,C6H8,80.176
582,C(=CC=C)C=C,C6H8,80.176
9958,C(=C\C)(/C)\C#C,C6H8,80.176
2750,C(=C=C)(C)C=C,C6H8,80.176
9953,C(=C\C)(\C)/C#C,C6H8,80.176
9951,C(C)/C=C/C#C,C6H8,80.176
9950,C(C)/C=C\C#C,C6H8,80.176
21034,C(=C\C=C)/C=C,C6H8,80.176
9915,C(=C\C#CC)/C,C6H8,80.176
16698,[C@H]12[C@H](C1)C=CC2,C6H8,80.176
4565,C(=CC#CC)C,C6H8,80.176
21035,C(=C\C=C)/C=C,C6H8,80.176
2772,C1(=C2CC2)CC1,C6H8,80.176
16697,[C@@H]12[C@@H](C1)C=CC2,C6H8,80.176
10002,C(=C\C#CC)\C,C6H8,80.176
2065,[C@H]12[C@H](C1)C=CC2,C6H8,80.176
2569,C1C(=CC1=C)C,C6H8,80.176
6246,[C@@H]1(CC=C1)C=C,C6H8,80.176
4573,C(CC#C)C=C,C6H8,80.176
2109,C(=C)(C)C#CC,C6H8,80.176
2321,C1C=C(C=C1)C,C6H8,80.176
2113,C1CC=CC1=C,C6H8,80.176
6245,C1C(=C)CC=C1,C6H8,80.176
1382,C(C)C(=C)C#C,C6H8,80.176
2287,[C@@H]12[C@@H](CC1)C=C2,C6H8,80.176
6216,[C@@H]1(CC1=C)C=C,C6H8,80.176
1417,C(C)C=CC#C,C6H8,80.176
2027,[C@H]12[C@@H]3[C@H]1CC[C@H]23,C6H8,80.176
1381,C(=CC)(C)C#C,C6H8,80.176
307,C1CC=CC=C1,C6H8,80.176
23291,C(CC)CC#[C-],C6H9-,81.183
2170,C1CC(=CC)C1,C6H10,82.19
379,C(CC)CC#C,C6H10,82.19
380,C1CC(=CC1)C,C6H10,82.19
427,C(C)(C)(C)C#C,C6H10,82.19
7881,C(=C\C)\C=C\C,C6H10,82.19
17460,C1CCC=CC1,C6H10,82.19
1952,C12(CC1)CCC2,C6H10,82.19
302,C(CC=C)C=C,C6H10,82.19
1961,[C@H]12[C@H](CC1)CC2,C6H10,82.19
430,C(=CC=C)(C)C,C6H10,82.19
2488,C(CC#C)(C)C,C6H10,82.19
432,C(C)C#CCC,C6H10,82.19
17458,C1CCC=CC1,C6H10,82.19
17459,C1CCC=CC1,C6H10,82.19
7765,[C@H]12[C@H](C1)CCC2,C6H10,82.19
10822,[C@H]1([C@H](C1)C=C)C,C6H10,82.19
7782,C(=C\C)/C=C/C,C6H10,82.19
2425,C1(C2CC2)CC1,C6H10,82.19
5268,C1(CC1)CC=C,C6H10,82.19
2107,[C@@H](CC)(C)C#C,C6H10,82.19
2053,C(C)C=C=CC,C6H10,82.19
390,C(C(=C)C)C=C,C6H10,82.19
17464,C1CCC=CC1,C6H10,82.19
303,C(C=CC)C=C,C6H10,82.19
9629,C1(CC1)/C=C/C,C6H10,82.19
1465,C1(CC1)C(=C)C,C6H10,82.19
17462,C1CCC=CC1,C6H10,82.19
2163,C1CC(=C1C)C,C6H10,82.19
17770,C1(CCC1)C=C,C6H10,82.19
18053,[C@H]1([C@H](C=C1)C)C,C6H10,82.19
7780,C(=C\C)(\C)/C=C,C6H10,82.19
17463,C1CCC=CC1,C6H10,82.19
5717,C(=C(C)[CH2-])(C)[CH2-],C6H10-2,82.19
19055,[C@@H]1(CC=CC1)C,C6H10,82.19
30073,[C@@H](CC)(C)C#C,C6H10,82.19
2112,[C@]12([C@@](C1)(C2)C)C,C6H10,82.19
24960,C1(CCC1)C=C,C6H10,82.19
2052,C(CC=C=C)C,C6H10,82.19
306,C(C)C=CC=C,C6H10,82.19
6008,[C@@H]1([C@@H](C1=C)C)C,C6H10,82.19
2021,[C@@H]12C[C@@H](C1)CC2,C6H10,82.19
304,C(=CC)C=CC,C6H10,82.19
1511,C(C(=C=C)C)C,C6H10,82.19
19056,[C@@H]1(CC=CC1)C,C6H10,82.19
17461,C1CCC=CC1,C6H10,82.19
2535,C(C)(C)C=C=C,C6H10,82.19
6009,C1(CC=C1)(C)C,C6H10,82.19
29130,[C@@H]1(CCC=C1)C,C6H10,82.19
2361,C1(CC1=C)(C)C,C6H10,82.19
739,C(=CC)(C)C=C,C6H10,82.19
19426,C1CCC=CC1,C6H10,82.19
2280,C(=C=CC)(C)C,C6H10,82.19
1374,C1CCC(=C)C1,C6H10,82.19
9070,[C@@H]12[C@@H]([C@H]1C)[C@@H]2C,C6H10,82.19
9293,C(=C\C)\C=C/C,C6H10,82.19
2316,C1(C(=C1)C)(C)C,C6H10,82.19
11719,C12(CC1)CCC2,C6H10,82.19
29272,[C@H]1(CCC=C1)C,C6H10,82.19
471,[C@@H]1(CCC=C1)C,C6H10,82.19
94,C1CCC=CC1,C6H10,82.19
15192,[C@H]12[C@H]([C@@H]1C)CC2,C6H10,82.19
2247,[C@H]1([C@H](C1)C=C)C,C6H10,82.19
466,C(=C)(C=CC)C,C6H10,82.19
2244,C1(CCC1)C=C,C6H10,82.19
2385,C1CC1=C(C)C,C6H10,82.19
1295,[C@@H]12[C@@H](C1)CCC2,C6H10,82.19
10810,[C@H]1([C@@H](C1)C=C)C,C6H10,82.19
541,[C@@H]1(CC=CC1)C,C6H10,82.19
9331,C1(CC1)/C=C\C,C6H10,82.19
233,C(=C)(C(=C)C)C,C6H10,82.19
24441,[C@H]12[C@@H]([C@H]1C)CC2,C6H10,82.19
21180,C1CCC=CC1,C6H10,82.19
25722,C(/C=C/C)C=C,C6H10,82.19
1265,C(C)(C=C)C=C,C6H10,82.19
9781,C(/C=C/C)C=C,C6H10,82.19
9782,C(/C=C\C)C=C,C6H10,82.19
12755,C(CC=C)C=C,C6H10,82.19
12756,C(CC=C)C=C,C6H10,82.19
9822,C(=C\C)(/C)\C=C,C6H10,82.19
2605,C1(CC1)(C)C=C,C6H10,82.19
663,C(C(=C)C=C)C,C6H10,82.19
2689,C1(CC1)C=CC,C6H10,82.19
2701,C(C)(C)C#CC,C6H10,82.19
14621,C1(CC1=C)(C)C,C6H10,82.19
10363,C(=C)(/C=C\C)C,C6H10,82.19
10362,C(C)/C=C\C=C,C6H10,82.19
1094,C(C)/C=C/C=C,C6H10,82.19
997,C(CC#CC)C,C6H10,82.19
24079,[C@@H]1([C@@H](C1)C=C)C,C6H10,82.19
7781,C(=C)(/C=C/C)C,C6H10,82.19
27174,C1CCC=CC1,C6H10,82.19
21443,[C@]12([C@@H](C1)CC2)C,C6H10,82.19
8930,[C@@]12([C@H](C1)CC2)C,C6H10,82.19
13874,[C@H]12[C@H](CC1)CC2,C6H10,82.19
22309,C(CC)CC=C,C6H12,84.20400000000001
389,C(CC)C(=C)C,C6H12,84.20400000000001
338,C(C(=CC)C)C,C6H12,84.20400000000001
387,C(=C)(CC)CC,C6H12,84.20400000000001
30501,C1CCCCC1,C6H12,84.20400000000001
345,C(C=C(C)C)C,C6H12,84.20400000000001
7878,C(/C=C\CC)C,C6H12,84.20400000000001
7777,C(/C=C/CC)C,C6H12,84.20400000000001
1906,C1CCCCC1,C6H12,84.20400000000001
27175,C(CC=C)(C)C,C6H12,84.20400000000001
7821,C(C/C=C/C)C,C6H12,84.20400000000001
378,C(CC=C)(C)C,C6H12,84.20400000000001
16176,C(CC)CC=C,C6H12,84.20400000000001
305,C(C=CCC)C,C6H12,84.20400000000001
26304,C(CC)CC=[14CH2],C6H12,84.20400000000001
14887,C1CCCCC1,C6H12,84.20400000000001
254,C(C)(C)(C)C=C,C6H12,84.20400000000001
52,C1(CCCC1)C,C6H12,84.20400000000001
93,C1CCCCC1,C6H12,84.20400000000001
2313,C1(CC1)C(C)C,C6H12,84.20400000000001
4495,[C@H]1(C[C@H](C1)C)C,C6H12,84.20400000000001
9296,C(C)(C)/C=C\C,C6H12,84.20400000000001
2343,C1([C@H](C1)C)(C)C,C6H12,84.20400000000001
16177,C(CC)CC=C,C6H12,84.20400000000001
599,C1(CC1)CCC,C6H12,84.20400000000001
7761,C1(CCC1)(C)C,C6H12,84.20400000000001
301,C(CC)CC=C,C6H12,84.20400000000001
7846,[C@H]1([C@@H](C1)C)CC,C6H12,84.20400000000001
26190,[C@@H]1([C@@H](CC1)C)C,C6H12,84.20400000000001
5195,C1CCCCC1,C6H12,84.20400000000001
373,C(C)(C)C=CC,C6H12,84.20400000000001
13745,C(/C=C/CC)C,C6H12,84.20400000000001
261,C(C(=C)C)(C)C,C6H12,84.20400000000001
3453,C(C)(C)/C=C/C,C6H12,84.20400000000001
2667,[C@H]1([C@H](C1)C)CC,C6H12,84.20400000000001
3827,C1(CCC1)CC,C6H12,84.20400000000001
11533,C1CCCCC1,C6H12,84.20400000000001
7884,C(C/C=C\C)C,C6H12,84.20400000000001
4825,[C@H]1([C@@H]([C@H]1C)C)C,C6H12,84.20400000000001
26139,C1CCCCC1,C6H12,84.20400000000001
7888,C(/C(=C\C)/C)C,C6H12,84.20400000000001
1667,C1(CC1)(CC)C,C6H12,84.20400000000001
1215,C(C=C(C)C)C,C6H12,84.20400000000001
4593,[C@@H]1([C@@H](CC1)C)C,C6H12,84.20400000000001
262,C(=C(C)C)(C)C,C6H12,84.20400000000001
386,[C@H](CC)(C)C=C,C6H12,84.20400000000001
696,C(CC=CC)C,C6H12,84.20400000000001
26032,C(CC=C)(C)C,C6H12,84.20400000000001
7865,C(/C(=C/C)/C)C,C6H12,84.20400000000001
17501,C(C)(C)/C=C/C,C6H12,84.20400000000001
29789,C1(CCCC1)C,C6H12,84.20400000000001
17987,C1CCCCC1,C6H12,84.20400000000001
13041,C1(=C=C1C#C)C#C,C7H2,86.154
12055,C1(=C=C1)C#CC#C,C7H2,86.154
2710,C(CCC)CC,C6H14,86.218
18279,C(CCC)CC,C6H14,86.218
51,C(CC)(CC)C,C6H14,86.218
13274,C(C[13CH2]C)(C)C,C6H14,86.218
5203,C(CCC)CC,C6H14,86.218
92,C(CCC)CC,C6H14,86.218
29,C(C(C)C)(C)C,C6H14,86.218
