smiles,serial No. 
C(c1c(C(C)C)cc(cc1C(C)C)C(C)C)(c1c(C(C)C)cc(cc1C(C)C)C(C)C)C,101655490
C(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)C,101655491
C(c1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)(c1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)C,101655492
C(c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)(c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)C,101655493
C(c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)(c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)C,101655494
C(c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)(c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)C,101655495
C(c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)(c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)C,101655496
C(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)C,101655497
c1(c(c(C(C)C)ccc1CCc1c(c(c(C(C)C)cc1)C(C)C)C(C)C)C(C)C)C(C)C,101655510
c1(c(CCc2c(c(C(C)C)cc(c2)C(C)C)C(C)C)cc(cc1C(C)C)C(C)C)C(C)C,101655511
c1(CCc2c(c(C(C)C)ccc2C(C)C)C(C)C)c(c(C(C)C)ccc1C(C)C)C(C)C,101655512
c1(CCc2c(C(C)C)cc(c(c2)C(C)C)C(C)C)c(C(C)C)cc(c(c1)C(C)C)C(C)C,101655513
c1(CCc2c(C(C)C)cc(cc2C(C)C)C(C)C)c(C(C)C)cc(cc1C(C)C)C(C)C,101655514
c1(c(C(C)C)cc(CCc2cc(c(c(C(C)C)c2)C(C)C)C(C)C)cc1C(C)C)C(C)C,101655515
c1(c(c(CC(C)C)ccc1CCc1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)CC(C)C)CC(C)C,101655516
c1(c(CCc2c(c(CC(C)C)cc(c2)CC(C)C)CC(C)C)cc(cc1CC(C)C)CC(C)C)CC(C)C,101655517
c1(CCc2c(c(CC(C)C)ccc2CC(C)C)CC(C)C)c(c(CC(C)C)ccc1CC(C)C)CC(C)C,101655518
c1(CCc2c(CC(C)C)cc(c(c2)CC(C)C)CC(C)C)c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C,101655519
c1(CCc2c(CC(C)C)cc(cc2CC(C)C)CC(C)C)c(CC(C)C)cc(cc1CC(C)C)CC(C)C,101655520
c1(c(CC(C)C)cc(CCc2cc(c(c(CC(C)C)c2)CC(C)C)CC(C)C)cc1CC(C)C)CC(C)C,101655521
C(c1c(c(c(C(C)C)cc1)C(C)C)C(C)C)(c1c(c(c(C(C)C)cc1)C(C)C)C(C)C)CC,101655533
C(c1c(c(C(C)C)cc(c1)C(C)C)C(C)C)(c1c(c(C(C)C)cc(c1)C(C)C)C(C)C)CC,101655534
C(c1c(C(C)C)c(C(C)C)ccc1C(C)C)(c1c(C(C)C)c(C(C)C)ccc1C(C)C)CC,101655535
C(c1c(C(C)C)cc(c(c1)C(C)C)C(C)C)(c1c(C(C)C)cc(c(c1)C(C)C)C(C)C)CC,101655536
C(c1c(C(C)C)cc(cc1C(C)C)C(C)C)(c1c(C(C)C)cc(cc1C(C)C)C(C)C)CC,101655537
C(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)CC,101655538
C(c1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)(c1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)CC,101655539
C(c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)(c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)CC,101655540
C(c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)(c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)CC,101655541
C(c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)(c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)CC,101655542
C(c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)(c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)CC,101655543
C(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)CC,101655544
C(c1c(c(c(cc1)C(C)C)C(C)C)C(C)C)(c1c(c(c(cc1)C(C)C)C(C)C)C(C)C)(C)C,101655551
C(c1c(c(C(C)C)cc(c1)C(C)C)C(C)C)(c1c(c(C(C)C)cc(c1)C(C)C)C(C)C)(C)C,101655552
C(c1c(C(C)C)c(C(C)C)ccc1C(C)C)(c1c(C(C)C)c(C(C)C)ccc1C(C)C)(C)C,101655553
C(c1c(C(C)C)cc(c(c1)C(C)C)C(C)C)(c1c(C(C)C)cc(c(c1)C(C)C)C(C)C)(C)C,101655554
C(c1c(C(C)C)cc(cc1C(C)C)C(C)C)(c1c(C(C)C)cc(cc1C(C)C)C(C)C)(C)C,101655555
C(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)(C)C,101655556
C(c1c(c(c(cc1)CC(C)C)CC(C)C)CC(C)C)(c1c(c(c(cc1)CC(C)C)CC(C)C)CC(C)C)(C)C,101655557
C(c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)(c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)(C)C,101655558
C(c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)(c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)(C)C,101655559
C(c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)(c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)(C)C,101655560
C(c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)(c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)(C)C,101655561
C(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)(C)C,101655562
c1(c(c(C(C)C)ccc1CCCc1c(c(c(C(C)C)cc1)C(C)C)C(C)C)C(C)C)C(C)C,101655569
c1(c(CCCc2c(c(C(C)C)cc(c2)C(C)C)C(C)C)cc(cc1C(C)C)C(C)C)C(C)C,101655570
c1(CCCc2c(c(C(C)C)ccc2C(C)C)C(C)C)c(c(C(C)C)ccc1C(C)C)C(C)C,101655571
c1(CCCc2c(C(C)C)cc(c(c2)C(C)C)C(C)C)c(C(C)C)cc(c(c1)C(C)C)C(C)C,101655572
c1(CCCc2c(C(C)C)cc(cc2C(C)C)C(C)C)c(C(C)C)cc(cc1C(C)C)C(C)C,101655573
c1(c(C(C)C)cc(CCCc2cc(c(c(C(C)C)c2)C(C)C)C(C)C)cc1C(C)C)C(C)C,101655574
[C@H](c1c(c(c(C(C)C)cc1)C(C)C)C(C)C)(Cc1c(c(c(C(C)C)cc1)C(C)C)C(C)C)C,101655587
[C@H](c1c(c(C(C)C)cc(c1)C(C)C)C(C)C)(Cc1c(c(C(C)C)cc(c1)C(C)C)C(C)C)C,101655588
[C@H](c1c(c(C(C)C)ccc1C(C)C)C(C)C)(Cc1c(c(C(C)C)ccc1C(C)C)C(C)C)C,101655589
[C@H](c1c(C(C)C)cc(c(c1)C(C)C)C(C)C)(Cc1c(C(C)C)cc(c(c1)C(C)C)C(C)C)C,101655590
[C@@H](c1c(C(C)C)cc(cc1C(C)C)C(C)C)(Cc1c(C(C)C)cc(cc1C(C)C)C(C)C)C,101655591
[C@@H](Cc1cc(c(c(c1)C(C)C)C(C)C)C(C)C)(c1cc(c(c(c1)C(C)C)C(C)C)C(C)C)C,101655592
[C@H](c1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)(Cc1c(c(c(CC(C)C)cc1)CC(C)C)CC(C)C)C,101655593
[C@H](c1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)(Cc1c(c(CC(C)C)cc(c1)CC(C)C)CC(C)C)C,101655594
[C@H](c1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)(Cc1c(c(CC(C)C)ccc1CC(C)C)CC(C)C)C,101655595
[C@H](c1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)(Cc1c(CC(C)C)cc(c(c1)CC(C)C)CC(C)C)C,101655596
[C@H](c1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)(Cc1c(CC(C)C)cc(cc1CC(C)C)CC(C)C)C,101655597
[C@@H](Cc1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)(c1cc(c(c(c1)CC(C)C)CC(C)C)CC(C)C)C,101655598
c12c(CCC)cccc1cc(CCC)cc2,101655629
c12c(CCC)cccc1ccc(c2)CCC,101655630
c12c(ccc(CCC)c1)ccc(CCC)c2,101655631
c1(c(CCC)cc(c2c1cccc2)CCC)CCC,101655632
c1(c2c(c(CCC)ccc2)ccc1CCC)CCC,101655633
c1(c2c(ccc1CCC)cc(CCC)cc2)CCC,101655634
c1(c2c(ccc1CCC)ccc(c2)CCC)CCC,101655635
c1(c2c(CCC)cccc2ccc1CCC)CCC,101655636
c12c(c(CCC)cc(c2)CCC)cccc1CCC,101655637
c12c(CCC)cc(cc1ccc(c2)CCC)CCC,101655638
c12c(CCC)cc(cc2cccc1CCC)CCC,101655639
c12c(c(CCC)ccc1CCC)ccc(c2)CCC,101655640
c1(c(CCC)cc2c(c1)c(CCC)ccc2)CCC,101655641
c1(c(CCC)cc2c(c1)cc(CCC)cc2)CCC,101655642
c1(c(C(C)C)ccc2c1cccc2C(C)C)C(C)C,101655643
c1(c(C(C)C)ccc2c1cc(C(C)C)cc2)C(C)C,101655644
c12c(C(C)C)cc(C(C)C)cc2cccc1C(C)C,101655645
c12c(c(C(C)C)ccc1C(C)C)ccc(c2)C(C)C,101655646
c1(c(C(C)C)cc2c(c1)c(C(C)C)ccc2)C(C)C,101655647
c1(c(C(C)C)cc2c(c1)cc(C(C)C)cc2)C(C)C,101655648
c1(c(c2c(cc1CCC)c(CCC)ccc2)CCC)CCC,101655649
c1(c(c2c(cc1CCC)cc(cc2)CCC)CCC)CCC,101655650
c1(c(c2c(cc1CCC)ccc(c2)CCC)CCC)CCC,101655651
c1(c(c(cc2c1c(CCC)ccc2)CCC)CCC)CCC,101655652
c12c(c(c(cc1CCC)CCC)CCC)cccc2CCC,101655653
c1(c2c(c(cc1CCC)CCC)cc(cc2)CCC)CCC,101655654
c1(c2c(c(cc1CCC)CCC)ccc(c2)CCC)CCC,101655655
c1(c2c(c(cc1CCC)CCC)cccc2CCC)CCC,101655656
c12c(c(c(CCC)cc2)CCC)ccc(c1CCC)CCC,101655657
c12c(c(CCC)ccc1c(CCC)cc(c2)CCC)CCC,101655658
c12c(c(CCC)ccc1c(CCC)ccc2CCC)CCC,101655659
c12c(c(CCC)ccc1cc(c(c2)CCC)CCC)CCC,101655660
c12c(c(CCC)ccc2cc(cc1CCC)CCC)CCC,101655661
c12c(c(CCC)ccc2ccc(c1CCC)CCC)CCC,101655662
c12c(c(CCC)cc(c2)CCC)cc(cc1CCC)CCC,101655663
c12c(c(CCC)ccc2CCC)cc(cc1CCC)CCC,101655664
c12c(cc(c(c2)CCC)CCC)cc(cc1CCC)CCC,101655665
c12c(CCC)cc(cc2cc(cc1CCC)CCC)CCC,101655666
c12c(c(CCC)ccc1CCC)c(CCC)ccc2CCC,101655667
c12c(cc(c(c1)CCC)CCC)cc(c(c2)CCC)CCC,101655668
c1(c(c2c(cc1C(C)C)c(C(C)C)ccc2)C(C)C)C(C)C,101655669
c1(c(C(C)C)c2c(cc1C(C)C)cc(C(C)C)cc2)C(C)C,101655670
c1(c(c2c(cc1C(C)C)ccc(c2)C(C)C)C(C)C)C(C)C,101655671
c1(c(c(C(C)C)cc2c1c(C(C)C)ccc2)C(C)C)C(C)C,101655672
c1(c(C(C)C)cc(c2c1cccc2C(C)C)C(C)C)C(C)C,101655673
c1(c(C(C)C)cc(c2c1ccc(c2)C(C)C)C(C)C)C(C)C,101655674
c1(c(C(C)C)cc(c2c1cc(C(C)C)cc2)C(C)C)C(C)C,101655675
c1(c2c(c(cc1C(C)C)C(C)C)cccc2C(C)C)C(C)C,101655676
c1(c2c(c(c(C(C)C)cc2)C(C)C)ccc1C(C)C)C(C)C,101655677
c1(c2c(c(C(C)C)cc(c2)C(C)C)ccc1C(C)C)C(C)C,101655678
c12c(c(C(C)C)ccc1c(C(C)C)ccc2C(C)C)C(C)C,101655679
c1(c2c(cc(c(C(C)C)c2)C(C)C)ccc1C(C)C)C(C)C,101655680
c1(c2c(C(C)C)cc(cc2ccc1C(C)C)C(C)C)C(C)C,101655681
c12c(C(C)C)c(C(C)C)ccc2ccc(c1C(C)C)C(C)C,101655682
c12c(c(C(C)C)ccc2C(C)C)cc(cc1C(C)C)C(C)C,101655683
c12c(C(C)C)cc(cc1cc(c(C(C)C)c2)C(C)C)C(C)C,101655684
c12c(C(C)C)cc(cc2cc(cc1C(C)C)C(C)C)C(C)C,101655685
c1(c2c(ccc1)ccc(c2)C)Cc1ccccc1,101655686
c12c(Cc3ccccc3)cccc1cccc2C,101655687
c1(Cc2ccccc2)cc2c(c(c1)C)cccc2,101655688
c1(Cc2ccccc2)cc2c(c(ccc2)C)cc1,101655689
c12c(ccc(Cc3ccccc3)c1)cccc2C,101655690
[C@@H]12[C@@H](C1)CCC[C@H]2C,101657382
C(CC)CC=C=CCCc1ccccc1,101657538
C(c1ccccc1)CC=C=CC,101657539
[C@H](CC)(C)C=C=CCCc1ccccc1,101657540
C(C)(C)(C)C=C=CCCc1ccccc1,101657541
C(c1ccccc1)CC=C=Cc1ccccc1,101657542
C(c1ccccc1)CC=C=CC=C(C)C,101657543
C(CCCC)CCCC=C=CCCCC,101657544
C1(CCCCC1)C=C=CCCCC,101657545
[C@](CC)(c1c(cccc1)C)(c1ccc(cc1)C)C,101657636
C([C@@H]1C=C[C@@H](C=C1)c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,101657851
C1(=C2CCCCCCC2)CCCC1,101657931
C1(=C2CCCCCCC2)CCCCC1,101657932
[C@@H](CC)(C)C(=C)C=C,101658527
[C@H](CC)(C)C(=C)C=C,101658528
C1CCCCCC(=C)CCCC1,101659059
C1(CCCC(=C1/C=C/C(=C/C=C/C(=C(C)C)C)/C)C)(C)C,101659238
[C@]1([C@@H](CC[C@H](C(C)C)CC)C)(CCc2c1ccc1c2ccc2c1cccc2C)C,101659836
[C@@H]12C[C@@H](C3=C1Cc1c(C3)cccc1)C/C=c/1\c(=C/C2)\cccc1,101661044
C(c1ccccc1)(C)C,101661569
C1([C@H](CCC)C)CCCCC1,101661597
C1([C@@H](CCC)C)CCCCC1,101661598
C(c1ccccc1)(C)C,101661629
[C@@H](CCCCC=C)(CC)C,101661712
[C@@H](C1=CCCCC1)(CC)C,101661812
C12([C@H]3[C@H]4C(=C)[C@@H]1[C@@H](C3=C)C4=C)CCCC2,101662057
[C@@H]12C[C@@H](CC1)C(=C)/C/2=C\CC=C(C)C,101662158
[C@H]12[C@H]3CCC[C@H]1C=C1C2=C(CC3)C=CC1,101662193
[C@]12([C@@H](CCC=C2CCC[C@H]1C)C(C)C)C,101662223
[C@H]12[C@H]3c4c5c(c1cccc2ccc3ccc4)cccc5,101662309
[C@@H]12[C@@H]3c4c5c(c1cccc2ccc3ccc4)cccc5,101662310
C1(C([C@@H]1C=C(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(C)C,101662361
C(CC=C(c1ccccc1)c1ccccc1)(c1ccccc1)(c1ccccc1)C(=C)C,101662362
[C@@H]1(C(C1)(c1ccccc1)c1ccccc1)C(c1ccccc1)(c1ccccc1)C(=C)C,101662363
[C@@H]12[C@H](C1(c1ccccc1)c1ccccc1)C(C2(C)C)(c1ccccc1)c1ccccc1,101662364
c12c(c3cc(ccc4cc1ccc4)ccc3)cccc2,101662506
[C@@H]12[C@H](CCc3c2cccc3)c2c(CC1)cccc2,101662614
[C@H]12[C@H](CCCC1)c1c(C2)cccc1,101662616
[C@@]12(/C(=C/3\[C@]4(C[C@@H](C3(C)C)CC4)C)/C([C@H](C1)CC2)(C)C)C,101662642
[C@@H]12[C@@H]3[C@@H]4[C@@H]([C@@H]1CCC[C@@H]2CCC3)CCCC4,101662648
[C@H]12[C@@H]3[C@@H]4[C@H]([C@@H]1CCC[C@H]2CCC3)CCCC4,101662649
[C@H]12[C@@H]3[C@H]4[C@H]([C@@H]1CCC[C@H]2CCC3)CCCC4,101663017
[C@]12([C@H](CCC[C@H]1C)CCC[C@H]2C(=C)C)C,101663581
c12c(CCCC1)cc1c(c2)C2=CC=CCC2=C1,101663582
C12=C(CCCC1)CC=C1C2=Cc2c1cccc2,101663583
C(CCCCC=C)CCC/C=C/C=C,101663602
C(CC/C=C/C=C/CCC)CCC=C,101663603
C(CC/C=C/C=C/CCCCC)CCC=C,101663606
C(CC/C=C/C=C/CCCC)CCC=C,101663607
C(C/C=C/C=C/CCC=C)CC,101663612
[C@@H]12[C@H](C[C@@H](C1)CC2)c1c(cccc1C)C,101663624
[C@@H]12[C@H](C[C@@H](C1)CC2)c1c(cc(cc1)C)C,101663625
[C@@H]12[C@H](C[C@@H](C1)CC2)c1ccc(cc1)C,101663626
[C@@H]12[C@H](C[C@@H](C1)CC2)c1cc(ccc1)C,101663627
[C@]123[C@@H](Cc4c3cccc4)c3c([C@H]1c1c(C2)cccc1)cccc3,101663802
[C@]123[C@@H]([C@@H](c4c3cccc4)c3c(ccc(c3)C)C)c3c([C@H]1c1c(C2)cccc1)cccc3,101663803
[C@@]123[C@H](c4c(C1)cccc4)c1c(C2=Cc2c3cccc2)cccc1,101663804
[C@]123[C@@H](c4c([C@H]1/C(=C/c1ccccc1)/c1c3cccc1)cccc4)c1c(C2)cccc1,101663805
C(C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)CC=C,101663934
C(CC)(CC)(C#C)C#C,101664278
[C@@]12([C@H](C[C@@](CC2)(C)C=C)CC=C2[C@@H]1CCCC2(C)C)C,101664401
c12c3c4c(ccc3ccc2ccc2c1c1c(cc2)cccc1)c(ccc4)C,101664534
[C@]12([C@@H](C(CCC2)(C)C)CCC(=C)[C@H]1CCC(=C)C=C)C,101664538
C(CCCCC=C)CCC/C=C/C=C/CCCC,101665385
[C@H]12[C@H]3[C@@H](CCC3)C=C[C@@H]1CCC2,101665412
[C@@H]12[C@@H]3[C@H](CC[C@@H]1CCC2)CCC3,101665418
[C@@H]12[C@H]3[C@H](CC[C@@H]1CCC2)CCC3,101665419
[C@@H]12[C@@H]3[C@@H](CC[C@H]1CCC2)CCC3,101665452
[C@@H]12[C@@H](CCC2)CC=C2[C@H]1CCC2,101665453
[C@H]12[C@H](CCC2)CC=C2[C@@H]1CCC2,101665454
[C@@H]12C(CCC[C@H]1Cc1c(C2)cccc1)(C)C,101665665
[C@H]12[C@@H](CCCCC1)Cc1c(C2)cccc1,101665668
[C@H]12[C@@H](CCC1)Cc1c(C2)cccc1,101665669
c12CCc3cc(CCc(c(c1C)C)cc2)ccc3,101665891
C1([C@@H]2C[C@H]1CC=C2C(C)(C)C)(C)C,101666043
[C@@H]12[C@@H]3[C@@H](CCC3)C=C[C@@H]1CCC2,101666222
[C@H]12[C@H]3[C@H](CCC3)C=C[C@H]1CCC2,101666223
c1(cc(ccc1)C)C,101666392
[C@@]12([C@](C(=C1C)C)(C=C2)C)C,101666470
[C@@H]12[C@@H](CCCC1)c1c3c2cccc3ccc1,101666879
[C@@]123[C@@](C=C2)(C=C3)CC=C[C@@]21C=C2,101666903
C1(C(=CC(=C=C=C2C=C(C(C(=C2)C)(C)C)C)C=C1C)C)(C)C,101666941
[C@@]12([C@]3([C@@H]([C@@H]4[C@@H](CC3)[C@H](CC4)C(C)C)CC[C@@H]1[C@@]1([C@@H](CC2)[C@H](CCC1)C)C)C)C,101667113
[C@@]12([C@]3([C@@H]([C@@H]4[C@H](CC3)[C@H](CC4)C(C)C)CC[C@@H]1[C@@]1([C@@H](CC2)[C@H](CCC1)C)C)C)C,101667114
[C@@H]1(C(=C(c2c1cccc2)CC)c1ccccc1)c1ccccc1,101667414
[C@@H]1(C(=C(c2c1cccc2)C(C)C)c1ccccc1)c1ccccc1,101667415
C(C[C@H](C(=C(C)C)C)C)(C)(C)C,101667479
[C@@H]12C(C(=C)[C@H](C(C2)(C)C)C1)(C)C,101667484
C1(c2c(c3c1cccc3)cccc2)C(=C)C,101667516
[C@@H]12[C@H]3[C@@H](CCC3)C=C[C@@H]1CCC2,101667942
[C@@H]12[C@H]3[C@H](CCC3)C=C[C@H]1CCC2,101667943
[C@]12([C@]([C@@H](CCC2)C)(CC[C@@H]([C@@H]1CC)C)C)C,101667949
[C@@]12([C@@H]([C@@]34C[C@H](C(C4=C)(C)C)CC3)C[C@H](C1(C)C)CC2)C,101668056
C(C)(C)(C)C=C=C=C=C=CC(C)(C)C,101668565
[C@@H]([C@H](CCCCC)C)(CCCCC)C,101668985
[C@H]([C@@H](CCCC=C)C)(CCCC=C)C,101668986
[C@@H]([C@H](CCCC=C)C)(CCCC=C)C,101668987
[C@@H]([C@@H](CCCC=C)C)(CCCC=C)C,101669040
C(=C(c1c(c(c(c(c1C)C)C)C)C)c1c(c(c(c(c1C)C)C)C)C)(c1c(c(c(c(c1C)C)C)C)C)c1c(c(c(c(c1C)C)C)C)C,101669721
[C@@]123[C@H](C1)[C@H]1C[C@@H](C2)C[C@@H](C3)C1,101670060
C1(C(C2=CC(=C[C@H]2[C@H]2C1=CC=C2C(C)(C)C)C(C)(C)C)(C)C)(C)C,101670304
c12c(c(cc1C)C)cc(cc(c2)C)C,101670329
[C@H]1([C@H]2CC=CC=C2)CCCC=C1,101670481
[C@H]12[C@H]([C@H]3CC[C@@H]1C=C3)C=CCC2,101670482
c12c3c(c4c(c1[C@@H]1C[C@H]2CC1)[C@H]1C[C@@H]4CC1)[C@@H]1C[C@H]3CC1,101670564
C1(=CC=CC=CC=C1)C#CC#CC1=CC=CC=CC=C1,101670766
[C@@H]1(Cc2c1cccc2)/C=C/C,101670771
C1(CCc2cc(CCC(Cc3cc(C1)ccc3)(C)C)ccc2)(C)C,101670905
C1(=CC=CC=C(C=C1)C#C)C#C,101671031
[C@@H]1(Cc2c3c1cccc3ccc2)CCCC=C,101671185
[C@]123CC[C@]4(c5c1c(=CC=C3)ccc5=CC=C4)C=C2,101671215
C(c1cc2c3c(c1)ccc1c3c(cc2)ccc1)(CC)(C)C,101671271
[C@@H](CCCCCCC)(CC)C,101671334
[C@H]12c3c([C@H](c4c1cc1c(c4)cccc1)c1c2cccc1)cc1c(c3)cc2c(c1)cccc2,101671460
[C@@H](CC)(CC=C)c1ccccc1,101671518
[C@@H](/C(=C/C)/CC)(CC)C,101671521
[C@H](/C(=C/C)/CC)(CC)C,101671522
[C@H]12[C@H]3[C@@H]([C@H]1c1c(CC2)cccc1)c1c(CC3)cccc1,101671675
[C@@]12(C[C@](CC(C1)(C)C)(c1c2c2c(cc1)cccc2)C)C,101671687
C(C[C@@H](Cc1ccccc1)c1ccccc1)(C)(C)C,101671752
[C@]12([C@H]3[C@@H]1c1c([C@@H]([C@H]2C)C3)cc2c(c1)cccc2)C,101671980
[C@H]12[C@H](CC(C1)(C)C)C(=C(C2)C)C,101672421
C(=C\CCC)(/CCC)\Cc1ccccc1,101672778
[C@H]12[C@H]3CCC[C@H]1CCc1c2c(C3)ccc1,101672975
C(c1cc2c(c3c(C2=Cc2ccccc2)cc(C(C)(C)C)cc3)cc1)(C)(C)C,101673109
C1CC=CC1,101673602
C1CC=CC1,101673603
C1CC=CC1,101673604
[C@H]1([C@H]([C@H](CC[C@H]1C1CCCCC1)C1CCCCC1)C1CCCCC1)C1CCCCC1,101673605
[C@@H]1([C@@H]([C@@H](CC[C@H]1C1CCCCC1)C1CCCCC1)C1CCCCC1)C1CCCCC1,101673606
[C@@H]1([C@H]([C@@H](CC[C@H]1C1CCCCC1)C1CCCCC1)C1CCCCC1)C1CCCCC1,101673607
C1(CC1)C=C,101673861
C1(CC1)C=C,101673862
c\1(=C\C=c/2\c(=C)cccc2)/c(=C)cccc1,101674287
c\1(=C\C=c2ccc(=C)cc2)/c(=C)cccc1,101674290
[C@@]12([C@H]([C@H]3[C@@H]([C@@]4([C@H](CC3)CCCC4)C)CC2)CC[C@@H]1[C@@H](CCC(C)C)C)C,101674389
[C@H]1([C@H](C1)/C=C/c1ccccc1)C,101674759
C(CCC)C/C=C/Cc1cc(C(C)C)ccc1,101674878
C(c1cc(C/C=C/CCCCC)ccc1)(C)(C)C,101674879
C(C#CC#CC(C#C)(C#C)C#C)(C#C)(C#C)C#C,101675059
[C@@H]1(CC=CC1)C,101675074
[C@@H]1(CC=CC1)C,101675075
C1CC/C=C\CC(=C)/C(=C\C1)/C,101675108
C1c2c(/C=C(\C(=C)C/C=C\C1)/C)cccc2,101675109
C1c2c(/C=C(\CC(=C)/C=C\C1)/C)cccc2,101675110
C1(=C2c3c(Cc4c2cccc4)cccc3)CCCc2c1c1c(cc2)cccc1,101675358
C(C1=C=CC=C=C1CCC)CC,101675446
[C@@H](CCCCC)([C@H](C)C=C)C,101675729
[C@H](CCCCC)([C@H](C)C=C)C,101675730
C1([C@H]2[C@@H](C1)C(=C)CCC/C(=C\C2)/C)(C)C,101675911
c1(ccccc1)C,101676708
[C@H]12[C@H]([C@@H](CC[C@H]1C)C(C)C)C=C(CC2)C,101677425
[C@]12([C@@H]([C@@]3([C@@H](CC2)C(CCC3)(C)C)C)CC=C2[C@]1(CC[C@](C2)(CCCC(C)C)C)C)C,101677484
[C@@]12([C@H]3c4ccc1cccc2ccc3ccc4)C,101677871
C(C/C(=C\CC=C)/C#Cc1ccccc1)CC,101678324
C(C/C(=C\CC(=C)C)/C#Cc1ccccc1)CC,101678325
c1(/C(=C\CC=C)/C#Cc2ccccc2)ccccc1,101678326
C(Cc1ccccc1)CC,101678440
C(Cc1ccccc1)CC,101678441
C(c1cc(C(C)(C)C)cc([C@H](CC)C)c1)(C)(C)C,101678442
C(c1cc(C(C)(C)C)cc([C@@H](CC)C)c1)(C)(C)C,101678443
c1(CC)ccccc1,101678452
c1(CC)ccccc1,101678453
[C@H](CC)(c1ccccc1)C,101678457
[C@@H](CC)(c1ccccc1)C,101678458
C(CC)C,101678486
C(CC)C,101678487
C(CC)(C)C,101678490
C(CC)(C)C,101678491
[C@H](c1ccccc1)(C(=C)C)C,101678715
C(C(=C)C)C,101678716
C(C(=C)C)C,101678717
[C@H](c1ccccc1)(C)C=C,101678718
[C@@H](c1ccccc1)(C)C=C,101678719
[C@@H](CC)(C)/C=C\C=C\C,101678752
[C@H](CC)(C)/C=C\C=C\C,101678753
[C@@H](CC)(C)/C=C\C=C\C,101678754
[C@H](CC)(C)/C=C\C=C\C,101678755
[C@@H](CC)(C)/C=C\C=C/C,101678756
[C@H](CC)(C)/C=C\C=C/C,101678757
C(=C\C=C/CC)(/CC)\C,101678758
C(=C\C=C/CC)(/CC)\C,101678759
C(=C\C=C/CC)(\CC)/C,101678760
C(=C\C=C/CC)(\CC)/C,101678761
C1(=CC=CC1)CC#CCC#C,101678814
C1(=CC=CC1)C/C=C/CC=C,101678815
c12c3c4c5c(cc3ccc1CCC=c2cc4)cccc5,101679299
c12c3c4CCC=c3ccc2c2c(c(c1cc4)C)cccc2,101679301
C(CCC/C=C/CC/C=C/CCC)CCCC,101679512
C(CCC)C/C=C/C/C=C/CC/C=C/CCC,101679513
