smiles,serial No. 
[C@H]12[C@@H](CCC(=C)[C@@H]1CCC(=C2)C)C(C)C,5315591
[C@@H]1(c2c(C(=CC1)C(C)C)cc(cc2)C)C,5315609
[C@@H]12C([C@@H]1CCC1=CCC[C@H]([C@]21C)C)(C)C,5315611
[C@H]1(CC(=CCC1)CCC=C(C)C)C(=C)CCC=C(C)C,5315649
C1(CCCC(=C1/C=C/C(=C\C=C/C(=C/C=C/C=C(/C=C\C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C)(C)C,5315709
C1([C@H](C(=CCC1)C)/C=C/C(=C\C=C/C(=C/C=C/C=C(/C=C\C=C(/C=C/[C@H]1C(CCC=C1C)(C)C)\C)\C)/C)/C)(C)C,5315713
C1(CCCC(=C1/C=C/C(=C\C=C/C(=C/C=C/C=C(/C=C\C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)C)(C)C,5315714
C1([C@H]2[C@H](C1)C(=C)CC/C=C(/CC2)\C)(C)C,5315722
[C@H]1(C(C)C)CC/C(=C\CC/C(=C/C/C=C(/CC1)\C)/C)/C,5315771
[C@H]1(C(CCC=C1C)(C)C)[C@@H]1CCC(=CC1)C,5315803
[C@]123[C@H](C(C=C3)(C)C)CC[C@](C1)(CCC2)C,5315976
[C@]12([C@@H]3[C@@H]([C@H]1C=CC3=C)[C@@H](CC2)C(C)C)C,5316058
c12c(c(C(C)C)ccc2C)C=C(CC1)C,5316074
C1([C@@H]2[C@H]1/C=C(/CC/C=C(/CC/C=C(/CC2)\C)\C)\C)(C)C,5316105
[C@@]1(C(CCC1)(C)C)(C1=CC=C(CC1)C)C,5316205
[C@@]1(C(CCC1)(C)C)(C1=CCC(=CC1)C)C,5316206
[C@@]12([C@@H](CC[C@H]1C(=C)C)C)CCC(=CC2)C,5316209
[C@H](CCCC(=C)C)(C1=CCC(=CC1)C)C,5316213
[C@]12([C@@H](CCC1=C(C)C)C)CCC(=CC2)C,5316219
C(CC=C(C)C)C(=C)c1ccc(cc1)C,5316440
c1(c(c(CCCC)cc(c1)C)C)CCCC,5316643
c1(C/C=C/C#CC)ccccc1,5316880
[C@@H]1(CCC=CC1)/C(=C/CC=C(C)C)/C,5316888
[C@@H]1(CC[C@@H](CC1)C)[C@@H](CCC=C(C)C)C,5316889
C1([C@@H](C1)/C=C/C(=C)C)(C)C,5316892
[C@]1([C@@](CCC(=C(C)C)C1)(C)C=C)(C)C(=C)C,5317024
[C@]12([C@H](CCC=C2CC[C@H](C1)C(=C)C)C)C,5317160
C(/C(=C\CCC(=C)C=C)/C)CC=C(C)C,5317319
C(CC=C(C)C)/C(=C\C/C=C(/C)\C=C)/C,5317320
[C@@]12([C@@]([C@H]3C(=CC2)[C@@]2([C@@H](CC3)C(CCC2)(C)C)C)(CC[C@@]2([C@H]1CC[C@H]2C(C)C)C)C)C,5317334
[C@]12([C@@]([C@H]3C(=CC2)[C@@]2([C@@H](CC3)C(CCC2)(C)C)C)(CC[C@]2([C@H]1CC[C@@H]2C(C)C)C)C)C,5317335
[C@]12([C@H]3[C@@]([C@H](CC3)C(C)C)(CC[C@@]1(C1=CC[C@@H]3[C@@]([C@H]1CC2)(CCCC3(C)C)C)C)C)C,5317336
[C@@]12([C@@]([C@H]3[C@]([C@H]4[C@](CC3)(C(=CCC4)C)C)(CC2)C)(CC[C@@]2([C@H]1CC[C@H]2C(C)C)C)C)C,5317350
[C@@H]12C([C@@H]1CCC(=C)[C@H]1[C@H]2[C@H](CC1)C)(C)C,5317401
C(=C/C=C\C(=C/C)\C)(C)C,5317469
[C@@H]1(C(C)C)CC/C(=C/CCC(=C)/C=C/1)/C,5317570
C12=C([C@H](CC[C@H](C2)C(=C)C)C)CC[C@@H]1C,5317844
[C@H]12[C@H](CCC1=C(CC[C@H](C2)C(=C)C)C)C,5317845
[C@@H]12C([C@@H]1CC[C@@H]([C@@H]1C2=C(CC1)C)C)(C)C,5317859
C(CCC=C)C/C=C\C=C\C#CC#CC#CC,5318013
[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C(CCC4)(C)C)C)CC[C@@H]1[C@]1([C@@H](CC2)[C@@H](CC1)C(=C)C)C)C)C,5318087
[C@]12([C@H]([C@@]3([C@@H](CC2)C(CCC3)(C)C)C)CCC2=C3[C@](CC[C@]12C)([C@H](CC3)C(C)C)C)C,5318089
C1(CC[C@H](CCC[C@H](CCC1)C)C)(C)C,5318100
C1(C/C=C(/CC/C=C(\C/C=C/1)/C)\C)(C)C,5318101
C1(C/C=C(/CCCC(=C)C/C=C/1)\C)(C)C,5318102
[C@]12([C@H]3[C@@]([C@H](CC3)C(C)C)(CC[C@@]1(C1=C([C@@]3([C@H](CC1)C(CCC3)(C)C)C)CC2)C)C)C,5318564
[C@]12([C@H]3[C@@H](C[C@@H](C1(C)C)C=C2)[C@@H](CC3)C)C,5318620
[C@]123[C@H]([C@]4([C@H](CC1)C(CCC4)(C)C)C)CC[C@H](C2)C(=C)C3,5318786
[C@@]12([C@@H](C(CCC2)(C)C)CC=C([C@@H]1C/C=C(\C)/C=C)C)C,5318908
[C@@H]12[C@@H]3[C@@](C(=C)[C@H]1CC3)(CCCC2(C)C)C,5319067
[C@@]12([C@H]3[C@]([C@@H](CC3)C(=C)CC/C=C(/CCC=C(C)C)\C)(CC[C@H]1C(CCC2)(C)C)C)C,5319227
[C@]12([C@@H]3[C@H]([C@]4(C(=CC3)C[C@@](CC4)(CC[C@@H](C)C(=C)C)C)C)CC[C@@H]1C(CCC2)(C)C)C,5319514
C(CC/C=C/C/C=C/C/C=C/CC)CCC=C,5319559
[C@@]12([C@@]3([C@H](CC[C@@H]1[C@@]1([C@@H](CC2)C(CCC1)(C)C)C)[C@H](CC3)C(=C)CC[C@@H](C)C(=C)C)C)C,5319570
[C@H]1([C@@H](C/C=C/C(C)C)C)CC=C(C=C1)C,5319594
[C@@]12([C@H](C3=C([C@@]4([C@H](CC3)[C@@H](CCC4)C)C)CC2)CC[C@@H]1[C@H](CCC(=C)C(C)C)C)C,5319639
[C@@H]1(CC[C@@H](CC1)/C=C/C)C,5319687
[C@@H]1(CCC(=CC1)C)/C=C/C,5319725
[C@@]12([C@@](C3=CC[C@@H]4[C@@]([C@@H]3CC2)(CCCC4(C)C)C)(CC[C@@]2([C@H]1CC(CC2)(C)C)C)C)C,5319934
[C@@]12([C@](CC[C@@]3([C@H]1CC(CC3)(C)C)C)(C1=C([C@@]3([C@H](CC1)C(CCC3)(C)C)C)CC2)C)C,5319935
[C@@]12([C@@]([C@@H]3C(=CC2)[C@@]2([C@@H](CC3)C(CCC2)(C)C)C)(CC[C@@]2([C@H]1CC(CC2)(C)C)C)C)C,5319936
c1(ccccc1)C#CC#CCC,5320055
[C@@H]1(C(C)C)CC/C(=C\CC/C(=C/CC/C(=C/C1)/C)/C)/C,5320058
[C@]12([C@@H]([C@@]3([C@@H](CC2)C(CCC3)(C)C)C)C=CC2=C3[C@@](CC[C@@]12C)([C@@H](CC3)C(C)C)C)C,5320087
[C@@]12([C@]3(C(=CC[C@@H]1[C@@]1([C@@H](CC2)C(CCC1)(C)C)C)[C@H]1[C@@](CC3)([C@@H](CC1)C(C)C)C)C)C,5320088
[C@@]12([C@@H](CCc3c2ccc(c3)C(C)C)C(=C)CCC1)C,5320205
C(C/C=C(\C)/C=C)C(=C)C,5320249
C(C=C(C)C)/C=C(/C)\C=C,5320250
C(C)(C)(/C=C/C(=C)C)C=C,5320377
[C@@]123C([C@@H](C[C@H]1[C@@H](CC3)C)CC[C@H]2C)(C)C,5320421
[C@]123C([C@@H](C[C@H]1[C@@H](CC2)C)CCC3=C)(C)C,5320422
[C@@]123[C@@H](C[C@H](C1(C)C)CC=C3C)[C@@H](CC2)C,5320423
[C@]12(C([C@@H](C[C@@H]3[C@H]1CC=C3C)CC2)(C)C)C,5320427
C(CCC)CCC#CCC#CCCCC,5320467
C1C/C=C(/CC=CC/C=C\1/C)\C,5320698
[C@H]12C(CCC1=CC[C@@](CC2)(C)C=C)(C)C,5321095
[C@]12([C@@H]([C@H](CCC2)C)C[C@H](CC1)C(C)C)C,5321225
[C@@]12([C@](C[C@H](CC1)C(=C)C)(C(=CCC2)C)C)C,5321227
[C@]12([C@@H]3[C@@](CC[C@H]1C(CCC2)(C)C)(CC1=CC[C@@H]2[C@@]([C@H]1CC3)(CCCC2(C)C)C)C)C,5321262
[C@]1([C@H]2[C@@H]1C=C(CC2)C)(CCC=C(C)C)C,5321276
[C@H]1([C@H](CCC=C(C)C)C)CCC(=C)C=C1,5321277
C(/C(=C/CCC=C(C)C)/C)CC=C(C)C,5321610
[C@H]12C([C@H]1CC=C1[C@@]2([C@H](CC=C1)C)C)(C)C,5321842
[C@H]12C(CCC=C1C(CCC2=C)(C)C)(C)C,5321892
[C@]123[C@H](C1)C(=C)C=C[C@]2(CCCC3(C)C)C,5321947
C1(CCCC(=C1/C=C/C(=C\C=C/C(=C/C=C/C=C(/C=C\C=C(/C=C\C=C(/C=C/C=C(C)C)\C)\C)\C)/C)/C)C)(C)C,5321985
C/C=C/C#CC#CC#CC#CC=C,5322026
C(CCC)C/C=C/C/C=C/CC=C,5322027
C/C=C/C#CC#CC#C/C=C/C=C,5322028
C(=C\C=C)/C=C/C#CC#CC#CC,5322029
C(CC)(/C(=C\C)/C)(C)C,5322110
C1([C@@H]2[C@@H](C1)C(=C)CC/C=C(\CC2)/C)(C)C,5322111
C\1(=C\2/CCc3c2cccc3)/CCc2c1cccc2,5323576
[C@@H]12[C@@H]3[C@H]([C@@H](C1)C2)CCCC3,5324092
[C@]12([C@H]3[C@@H]1CCC[C@@H]23)C=C,5324228
C1CC#CCCC=C1,5324270
C1([C@H]2CCC(=C)[C@H]1CC/C(=C/CC/C(=C/C2)/C)/C)(C)C,5324498
C1([C@H]2CC=C([C@H]1CC/C(=C/CC/C(=C/C2)/C)/C)C)(C)C,5324499
C([C@@H](C)C=C)(C)C,5325524
C1CC[C+](CC1)c1ccccc1,5325552
C([C+](C)C)C,5325555
C([C+](C)C)(C)(C)C,5325556
c1(c(c(cc(c1)C)C)[C+]=C)C,5325557
[C@H]1(Cc2c(CC1)c(ccc2C(C)C)C)C,5325944
C(=C\C)\C=C/C,5326156
C(C)(C)(C)/C=C\C,5326157
C(C)(C)(C)/C=C/C,5326158
C(C)(C)/C=C\C,5326159
C(/C=C\C)C,5326160
C(/C=C/C)C,5326161
C(/C(=C\CC/C=C/CC/C=C\CCC=C(C)C)/C)C/C=C/CCC=C(C)C,5326453
C(/C(=C\CC/C=C/CC/C=C/CCC=C(C)C)/C)C/C=C\CCC=C(C)C,5326456
C(/C(=C\CC/C=C/CC/C=C\CCC=C(C)C)/C)C/C=C\CCC=C(C)C,5326457
C(=C\C=C/C=C(/C=C/C=C(\C)/C=C)\C)(/C=C/C=C(\C)/C=C)\C,5326591
C1([C@@H](CC/C(=C/C=C/C(=C/C=C/C[C@@H](/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)C)/C)/C)C(=CCC1)C)(C)C,5326785
C(CCC/C=C\CC=C)CCC,5326948
C1([C@H](CC/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C)C(=CCC1)C)(C)C,5327037
C(/C=C/C(C)C)(C)(C)C,5352138
C(CC)/C=C(\CC)/C,5352144
C1CCC/C(=C\CCC1)/C,5352148
[C@@H]1(CCCCC/C=C\C1)C,5352149
[C@@H]1(CCCC/C=C\CC1)C,5352150
C1CCCCC=C(C1)CCC,5352151
C(CCC/C=C\C)CCC/C=C\C,5352152
C(CCCC/C=C\C)CCCC/C=C\C,5352153
C(CCC/C=C\C)CC/C=C\C,5352154
C(CCCC/C=C\C)CCC/C=C\C,5352155
C(CCC/C=C/C)CC/C=C/C,5352157
C(CCC/C=C/C)CCC/C=C/C,5352158
C(CCCC/C=C/C)CCC/C=C/C,5352159
C(CCCC/C=C/C)CCCC/C=C/C,5352160
C(CC/C=C/C)CC/C=C/C,5352161
[C@H]1([C@H]2CCCCC=C2)CCCCC=CC1,5352167
[C@H]1([C@H]2CCCC=C2)CCCCC=CC1,5352168
C1([C@H]2CCCCC=CC2)CCCCC1,5352169
[C@H]1([C@H]2CCCCCC=C2)CCCCC/C=C\C1,5352170
[C@@H]1([C@H]2CCC=C2)CCCCC=CC1,5352171
[C@H]1([C@H]2CCCCC/C=C\C2)CCCCC/C=C\C1,5352172
[C@@H]1([C@@H]2CCCCC=CC2)CCCCC=CC1,5352173
[C@@H]1([C@@H](C1)/C=C/C)C,5352176
C1(CC1)/C=C\CC,5352182
C1(CC1)/C=C\CCCC,5352183
C1(CC1)/C=C\C,5352184
C1(CC1)/C=C\C/C=C/C,5352185
C1(CC1)CCC/C=C\C,5352186
C1(CC1)/C=C/CC,5352187
C1(CC1)/C=C/CCCC,5352188
C1(CC1)/C=C/C/C=C/C,5352189
C1(CC1)C/C=C/CCCCC,5352190
C1(CC1)CC/C=C/CCCC,5352191
C1(CC1)CCC/C=C/CC=C,5352194
C1(CC1)CCC/C=C/C,5352195
C(CC=C)/C=C\CC,5352196
C(CC=C)/C=C/CC,5352197
C(/C=C\C=C/CC)C,5352198
C(C/C=C\C)/C=C\C,5352219
C(C/C=C/CC(C)C)(C)C,5352220
C1CCCCC/C=C(\CCCC1)/C,5352221
C(CCCCCCC)CCCCCC/C=C\C,5352223
C(CCCCCC/C=C\C)CCCCCC,5352224
C(CCCCCCC/C=C\C)CCCCCCC,5352225
C(CCCCCC)CCCCC/C=C\C,5352226
C(CCCCCCC)CCCCCC/C=C\CC,5352227
C(CCCCC/C=C\CC)CCCCC,5352228
C(CCCCC/C=C\CCC)CCCCCC,5352229
C(CCCCCC)CCCC/C=C\CCC,5352230
C(CCCCCCC)CCCCC/C=C\CCC,5352231
C(CCCC/C=C\CCC)CCCCC,5352232
C(CCCCCC)CCCC/C=C\CCCC,5352233
C(CCCC/C=C\CCCC)CCCCC,5352234
C(CCCCC/C=C\CCCC)CCCCCC,5352235
C(CCCCC)CCC/C=C\CCCC,5352236
C(CCCC/C=C\CCCCC)CCCCC,5352237
C(CCCCC)CCC/C=C\CCCCC,5352238
C(CCCCCC)CCCC/C=C\CCCCC,5352239
C(CCC/C=C\CCCCC)CCCC,5352240
C(CCCCC)CCC/C=C\CCCCCC,5352241
C(CCCC/C=C\CCCCCC)CCCCC,5352242
C(CCC/C=C\CCCCCCC)CCCC,5352243
C(CCCCC)CCC/C=C\CCCCCCC,5352244
C(CCC/C=C\CCCCCCCC)CCCC,5352245
C(CCCCCCC)CCCCCC/C=C/C,5352246
C(CCCCCC/C=C/C)CCCCCC,5352247
C(CCCCCCC/C=C/C)CCCCCCC,5352248
C(CCCCCC)CCCCC/C=C/C,5352249
C(CCCCCC/C=C/CC)CCCCCC,5352250
C(CCCCCC)CCCCC/C=C/CC,5352251
C(CCCCC/C=C/CC)CCCCC,5352252
C(CCCCC/C=C/CCC)CCCCCC,5352253
C(CCCCCCC)CCCCC/C=C/CCC,5352254
C(CCCC/C=C/CCC)CCCCC,5352255
C(CCCCCC)CCCC/C=C/CCCC,5352256
C(CCCC/C=C/CCCC)CCCCC,5352257
C(CCCCC)CCC/C=C/CCCC,5352258
C(CCCC/C=C/CCCCC)CCCCC,5352259
C(CCCCC)CCC/C=C/CCCCC,5352260
C(CCCCCC)CCCC/C=C/CCCCC,5352261
C(CCC/C=C/CCCCC)CCCC,5352262
C(CCCCC)CCC/C=C/CCCCCC,5352263
C(CCC/C=C/CCCCCC)CCCC,5352264
C(/C=C\C=C\CC)C,5352265
C(/C=C/C=C/CC)C,5352266
c1(c(cccc1)/C=C/C)C,5352277
C(/C=C\C/C=C/C=C/C=C)C,5352366
C(CC/C=C\C=C\C=C)CC,5352367
C(/C=C\C/C=C\C=C\C=C)C,5352368
C\1(=C(/CCC=C(C)C)\C)/CCC(=CC1)C,5352437
C(=C\CC)(/CC)\C,5352447
C(C/C=C(/CCC=C(C)C)\C)/C(=C/CC/C=C/CC/C=C(/CCC=C(C)C)\C)/C,5352455
C(CC=C(C)C)/C(=C\C)/C,5352478
[C@H](C/C=C/C(C)C)(c1ccc(cc1)C)C,5352479
[C@H](C(=C)C)(C)/C=C/C(=C)C,5352486
C(CCCCC)CCCCC#C/C=C/C=C,5352495
C(CCC=C)C/C=C/C,5352518
C(CCCC=C)CC/C=C/C,5352530
C(CCCCCCCC)CCCCCCC/C=C/C,5352531
C(CCCCCCCC)CCCCCCC/C=C\C,5352532
C1CCCC=C(CC1)C,5352545
C(/C=C/CC)(C)C,5352548
C1CCCCC/C=C(/CCCC1)\C,5352549
[C@@H]12[C@H](C1)C/C=C/CCC/C=C/CC2,5352551
C1C[C@H](/C=C/CCCCC1)C,5352563
[C@H]1(CCCCCC/C=C/C1)C,5352564
C1CCC/C=C/CCC/C=C(/C1)\C,5352565
[C@@H]1(CC/C=C/CCCCC/C=C/1)C,5352566
[C@@H]1(C/C=C/CCCCC/C=C/C1)C,5352567
C1/C(=C/CC/C=C/CC/C=C/C1)/C,5352568
[C@@H]1(C/C=C/CC/C=C/CC/C=C/1)C,5352569
[C@H]12[C@@H](C1)CC/C=C/CC/C=C/CC2,5352570
C1/C(=C/CC/C=C/CC/C=C\C1)/C,5352571
[C@H]1(C/C=C/CC/C=C\CC/C=C/1)C,5352572
[C@H]12[C@@H](C1)CC/C=C/CC/C=C\CC2,5352573
C1/C(=C\CC/C=C\CC/C=C/C1)/C,5352574
[C@H]1(C/C=C\CC/C=C/CC/C=C/1)C,5352575
C1/C(=C/CC/C=C\CC/C=C\C1)/C,5352576
[C@@H]1(C/C=C\CC/C=C\C/C=C\1)C,5352577
[C@@H]12[C@H](C1)C/C=C\CC/C=C\CC2,5352578
C1[C@@H](C=CCCCC1)C,5352586
[C@@H]1(CCCCC=CC1)C,5352587
[C@@H]1(CCCC=CCC1)C,5352588
C1/C(=C\CC/C=C/CC/C=C/C1)/C,5352589
[C@@H]1(C/C=C/CC/C=C/CC/C=C\1)C,5352590
C1/C(=C\CC/C=C/CC/C=C/C1)/C,5352591
[C@H]1(C/C=C/CC/C=C\CC/C=C\1)C,5352592
C1C(=CCCC=CC1)C,5352593
[C@H]1(CC=CCCC=C1)C,5352594
C1CC/C=C\CCC/C=C\1/C,5352595
[C@@H]1(CC/C=C\CCC/C=C\1)C,5352596
[C@@H]1(C/C=C\CCC/C=C\C1)C,5352597
C1/C(=C\CC/C=C\CC/C=C/C1)/C,5352598
[C@H]1(C/C=C/CC/C=C/CC/C=C\1)C,5352599
C1/C(=C\CC/C=C\CC/C=C\C1)/C,5352605
[C@@H]1(C/C=C\CC/C=C\CC/C=C\1)C,5352610
[C@@H]12[C@H](C1)CC/C=C\CC/C=C\CC2,5352612
C(C(=C)C)/C=C/C=C(C)C,5352620
C(CCCC)[C@@H](C)/C=C/C,5352644
C([C@@H](C)/C=C/C)CCC,5352645
C(CCCC)[C@H](C)/C=C\C,5352646
C([C@H](C)/C=C\C)CCC,5352647
[C@H](CCC)(C)/C=C/C,5352648
[C@@H](CCC)(C)/C=C\C,5352649
C(/C=C/CCC)(C)(C)C,5352650
[C@H]1(CCC(=CC1)C)/C(=C\CC=C(C)C)/C,5352653
C(CC)/C(=C/C)/C,5352660
[C@@H](CC)(/C(=C/C)/C)C,5352662
C(/C(=C/C)/CC)CC,5352663
C(CC)(C)(C)/C=C/C,5352664
C(CC)(CC)/C=C/C,5352665
C(/C(=C/C)/CC)(C)C,5352666
C(=C\C=C)/C=C/C#CC#C/C=C/C,5352698
C(=C\C#CC#CC#CC#CC)/C=C,5352699
C(=C\C=C)/C=C\C#CC#CC#CC,5352700
C(=C\C=C)/C=C\C#CC#C/C=C/C,5352702
C/C=C\C#CC#CC#CC#CC=C,5352703
C(=C\C#CC#CC#CC#CC)\C=C,5352704
C/C=C/C#CC#CC#C/C=C\C=C,5352706
C(=C\C=C)\C=C\C#CC#C/C=C/C,5352707
C/C=C\C#CC#CC#C/C=C\C=C,5352708
C(CC/C=C\C/C=C\CCCCC)CCC=C,5352709
C(CC/C=C\C/C=C\C/C=C\CC)CCC=C,5352710
C1(CCC=C(/C/1=C\C=C(/C)\C=C\C=C(/C)\C=C)C)(C)C,5352712
C(/C=C\CC)C(=C)C=C,5352737
C(/C=C\C=C/C(C)(C)C)(C)(C)C,5352753
C(C/C=C/C)/C=C/C=C/C=C/C,5352754
C(CC/C=C/C=C)CC,5352755
[C@H](CCC[C@@H](CC/C=C(\C)/C=C)C)(CCCC(C)C)C,5352800
C(CCCCC)CCCC/C=C/CC,5352802
[C@@H](CC/C=C/CCC)(CC)C,5352803
C(c1ccccc1)/C=C/C/C=C/c1ccccc1,5352804
C(C(=C)c1ccccc1)/C=C(\c1ccccc1)/C,5352805
C(C/C=C\c1ccccc1)c1ccccc1,5352806
C(CCC=C)C/C=C/C/C=C/C/C=C/CC,5352842
C(CCC/C=C/CCCCCC=C)CCCC,5352844
C(CCCC/C=C/C)CCCC,5352911
C(CCCCC/C=C/C)CCCCC,5352912
[C@@H]12[C@@H](C1)CC=CCCC2,5352915
[C@H]12[C@H](C1)C/C=C\CCCCC2,5352916
[C@@H]12[C@H](C1)C/C=C/CCCCC2,5352917
C(C(C)C)CC/C(=C/C)/C,5352959
C(CC/C=C(/CC)\C)(C)C,5352960
C(CCCC)CC/C=C/CCCCCC,5352968
C(CCCC)CC/C=C/CCCCCCC,5352969
C(CCCC)CC/C=C\CCCCCC,5352970
C(CCCC)CC/C=C\CCCCCCC,5352971
[C@H](C/C=C/CC)(CC)C=C,5353002
C(CCCC/C=C/CCCCCC)CCCCC,5353008
C(CCC/C=C\CCCC)CCCC,5353012
C(CCC/C=C/CCCC)CCCC,5353013
C(CCCC)CC/C=C/CCCCC,5353014
C(CC=C(C)C)/C(=C\C/C=C(\C)/C=C)/C,5353086
C1(CCCC(=C1/C=C/C(=C\C=C\C(=C/C)\C)/C)C)(C)C,5353397
C1(CCCC(=C1/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C)(C)C,5353436
[C@@H]1(CC/C(=C\CC/C(=C\C1)/C)/C)C(=C)C,5353644
C1CCC=C(C1)C#C/C(=C/CCC)/C,5354065
c12/C(=C/c3ccccc3)/C=Cc1cccc2,5354120
c1(/C(=C/C)/C)ccccc1,5354125
C(=C(\c1ccccc1)/C)(/c1ccccc1)\C,5354163
[C@H](c1ccccc1)(/C=C\c1ccccc1)C,5354461
C1([C@@H]2[C@@H](C1)C(=C)CC/C=C(/CC2)\C)(C)C,5354499
C1(CC1)/C(=C\C)/C,5355072
C1(CC1)/C(=C\CC)/C,5355073
c1(c2ccccc2)ccc(cc1)/C=C/C=Cc1ccc(c2ccccc2)cc1,5355523
[C@H](C/C=C\C)(C)C=C,5356154
C(c1ccccc1)(/C=C(/c1ccccc1)\C)(C)C,5356300
C1(CCCC(=C1/C=C/C(=C\C=C\C(=C/C=C/C=C(/C=C/C=C(/C=CC1=C(CCCC1(C)C)C)\C)\C)\C)/C)C)(C)C,5356616
C(c1ccccc1)/C=C/C,5356732
c1(/C=C\c2ccccc2)ccccc1,5356785
C(CC/C=C\C)CC,5356796
C(CC/C=C\CCCCC)CCC,5356954
C1C/C=C\CC/C=C/CC/C=C\1,5357179
C(CC)/C(=C\C)/C,5357248
[C@H](CC)(C)/C=C/C,5357249
C(=C\CC)(\CC)/C,5357250
[C@H](CC)(C)/C=C\C,5357251
C(C/C=C/C)(C)C,5357252
C(CC)/C=C/CCC,5357253
C(/C(=C/C)/C)(C)(C)C,5357254
C(/C=C/CCC)(C)C,5357255
C(C/C=C/CC)(C)C,5357256
C(CC)/C=C\CC,5357258
C(CC)/C=C/CC,5357259
C(C)(C)(C)/C=C\CC,5357260
C(C)(C)(C)/C=C/CC,5357261
C(/C(=C/CC)/C)(C)C,5357262
c1(ccc(cc1)/C=C/C=Cc1ccccc1)C=C/C=C/c1ccccc1,5357649
c1(/C(=C\C)/C)ccccc1,5358306
C1([C@H]2C[C@@H]1C[C@H]([C@@H]2C)/C=C\C)(C)C,5358311
C1([C@@H]2C[C@H]1C[C@H]([C@H]2C)/C=C/C)(C)C,5358312
C1(CCCCC1)/C=C/C,5358314
C(CC/C=C/CCC)CCC,5358315
[C@@H]1([C@@H](CCCC1)C)/C(=C\CC)/CC,5358316
[C@@H]1([C@@H](CCCC1)/C=C/CCCC)C,5358317
[C@@H]1([C@@H](CCCC1)C)/C(=C\C(C)(C)C)/C,5358318
[C@@H]1([C@@H](CCCC1)/C=C\CCCC)C,5358319
C1(CCCCC1)/C=C\CCCC,5358321
C(C/C=C\C=C/CCCC)CC,5358322
C(/C=C\C=C\C(C)(C)C)(C)(C)C,5358323
C(=C\CC)(\C(=C\CC)\CC)/CC,5358324
C1(CCCCC1)/C=C\C=C\C1CCCCC1,5358325
C(/C=C\C=C\C(C)C)(C)C,5358326
C(C/C=C/C=C/CCCC)CC,5358327
C(CCC)CC/C=C/CC=C,5358328
C(C)(C)(C)/C=C/CC=C,5358329
C(/C(=C\CCC)/CC=C)CC,5358330
[C@@H]1(CCCC=C1)/C=C/CCCC,5358331
C1(CCCCC1)/C=C/CC=C,5358332
C(C)(C)/C=C/C#CC(C)C,5358333
C(CC)C/C=C/C#CCCCC,5358334
C1(CCCCC1)/C=C/[C@@H](c1ccccc1)C,5358409
C1CCC=C=C=CC1,5360861
C(CC=C)/C=C/CCC=C,5362636
C(CCCC/C=C\C/C=C\C=C/CC=C)CCCC,5362676
C(CCCCC=C)CCC/C=C\C=C,5362691
C(CCCC=C)CC/C=C\CCCC,5362699
C(CCCC=C)CC/C=C\CC,5362700
C(CC/C=C\CCCCCC)CCCC=C,5362701
C(CCCCC)CCCC/C=C\CC,5362709
C(CCCC/C=C\CC)CCCC,5362711
C(CCC/C=C\CCC)CCCC,5362712
C(CCCCC)CCCC/C=C\C,5362714
C(CCCC)CCC/C=C\C,5362715
C(CCCC)CC/C=C\CC,5362716
C(C/C=C\CCCC=C)CC,5362719
C(C/C=C\CC)CC,5362722
C(CC/C=C\CC)CCC,5362723
C(CC/C=C/CC)CCC,5362724
C(CCCC=C)CC/C=C/CC,5362729
C(C/C=C/CCCC=C)CC,5362730
C(CC/C=C/CCCCCC)CCCC=C,5362731
C(CC/C=C\CCC)CCC=C,5362732
C(CC/C=C/CCC)CCC=C,5362733
[C@H](CCC=C)(C)/C=C/C,5362742
C(/C=C/C(C)C)(C)(C)C=C,5362748
C(CCCC/C=C/CC)CCCC,5362750
C(CCCC)CC/C=C/CC,5362751
C(CC/C=C/CC)(C)C,5362771
C(C)(C)(C)/C(=C\C#CC(C)(C)C)/C#C,5362777
C1CCCC/C=C/CCCC1,5362790
C1CCCC/C=C\CCCC1,5362796
C12=C(CCCCCCCCCC1)CCC=CCC2,5362802
C(C/C=C/CC=C)CC=C,5362806
C1CCC/C=C/CCCCCC/C=C/CC1,5362807
C1CCCC(=C(CC1)C)C,5362808
C(=C\CC)(/CC=C)\C,5362810
C(C/C=C/C/C=C/CCCC=C)CC,5362813
C(C/C=C/C)CC=C,5362817
C(CCCC)CCC/C=C/CC,5362826
C(C/C(=C/C)/C)(C)C,5362848
C(/C=C\C(C)(C)C)(C)(C)C,5362849
[C@H]1([C@H](C1)CCCC)[C@@H]1C/C/1=C\CCC,5362861
C(CC)C/C=C/C#C,5362862
C(CCCC/C=C\C/C=C\C=C/CCC)CCCC,5362863
C1([C@@H](C1)C/C=C/C=C)(C)C,5362869
[C@@H](CCC(=C)C)(C)/C=C/C,5362878
C1CCCCCCCC/C/2=C(\C1)/CC=CCC/C=C/C2,5362884
